id,model,question,gt,isTrue,unique_id,isTagged,dataset,extract_answer
nfl_1743_9921c50b-e446-4c46-9f5f-899bc6157b71,70b,"Reformatted Question: Still looking for their first win of the season, the Bills went home, donned their throwback uniforms, and played a Week 4 AFC East duel with the New York Jets. Buffalo would trail early in the first quarter as Jets running back LaDainian Tomlinson got a 1-yard touchdown run. New York would add onto their lead in the second quarter as kicker Nick Folk nailed a 19-yard field goal, followed by quarterback Mark Sanchez completing a 41-yard touchdown pass to wide receiver Braylon Edwards. Buffalo would close out the half as quarterback Ryan Fitzpatrick connected with tight end David Martin on a 4-yard touchdown pass. In the third quarter, the Jets would greatly extend their lead with tight end Dustin Keller catching a 3-yard touchdown pass from wide receiver/quarterback Brad Smith, followed by his 2-yard touchdown reception from Sanchez. Afterwards, Tomlinson would help secure the win for New York with his 26-yard touchdown run. The Bills would close out the game in the fourth quarter as Fitzpatrick completed a 13-yard touchdown pass to wide receiver Steve Johnson. With the loss, Buffalo fell to 0-4. Two days later, Marshawn Lynch was traded to the Seattle Seahawks in exchange for a fourth-round draft pick in the 2011 draft and a conditional pick in the 2012 draft, and tackle Jamon Meredith was waived. How many yards was the longest TD play? Answer: According to the passage, the longest TD play was a 41-yard touchdown pass from Mark Sanchez to Braylon Edwards.",41,True,nfl_1743_9921c50b-e446-4c46-9f5f-899bc6157b71,False,DROP,
nfl_1996_e8e12160-2151-4094-8c80-2138104bd206,70b,"Reformatted Question: Coming off their win over the Lions, the Jets flew to Cleveland Browns Stadium for a Week 10 duel with the Cleveland Browns. New York trailed in the first quarter as Browns kicker Phil Dawson made a 34-yard field goal. The Jets answered with a 27-yard field goal from kicker Nick Folk, but Cleveland responded with running back Peyton Hillis getting a 12-yard touchdown run. New York tied the game in the second quarter with quarterback Mark Sanchez finding wide receiver Jerricho Cotchery on a 25-yard touchdown pass. The Browns regained the lead with Dawson's 23-yard field goal, yet the Jets took the lead with Sanchez's 1-yard touchdown run. After a scoreless third quarter, New York added onto their lead in the fourth quarter with Folk's 25-yard field goal. However, Cleveland tied the game with quarterback Colt McCoy completing a 3-yard touchdown pass to wide receiver Mohamed Massaquoi. In overtime, Sanchez found wide receiver Santonio Holmes on the game-ending 37-yard touchdown pass. The Jets became the first team in league history to win back-to-back overtime games on the road. How many of Phil Dawson's field goals were in the first half? Answer: According to the passage, Phil Dawson made two field goals: one in the first quarter and one in the second quarter. Therefore, both of Phil Dawson's field goals were in the first half.",2,True,nfl_1996_e8e12160-2151-4094-8c80-2138104bd206,False,DROP,
nfl_1195_b04522b7-29b3-416d-90ab-8725e6623b64,70b,"Reformatted Question: The Eagles faced off with the Baltimore Ravens in an interconference matchup. Both defenses dominated the first quarter, and in the second quarter, Baltimore forced three turnovers (two interceptions and a fumble) from Donovan McNabb. Ravens kicker Matt Stover booted a 44-yard field goal, while quarterback Joe Flacco completed a 1-yard touchdown pass to tight end Daniel Wilcox. However, rookie Quintin Demps returned the following kickoff 100 yards for a Philadelphia touchdown to make it 10-7 Ravens at halftime. Andy Reid decided to bench McNabb (who was 8-for-18 for 59 yards and two interceptions) and put backup quarterback Kevin Kolb into the game. Kolb also struggled with the Baltimore defense, and the Eagles fell behind 12-7 when linebacker Jameel McClain blocked Sav Rocca's punt into the back of the endzone for a safety. In the fourth, the Ravens kicked another field goal after a Kolb interception, then Mark Clayton took a short slant 53-yards for a touchdown to make it 22-7. Kolb drove Philadelphia to the Raven 1-yard line, but was intercepted in the end zone by Ed Reed, who returned the ball an NFL-record 108 yards for the touchdown. Le'Ron McClain added a 1-yard touchdown run as Baltimore won 36-7. Kolb was 10-for-23 for 73 yards and two interceptions, and Brian Westbrook had 39 yards rushing on 14 carries. The Eagles dropped to 5-5-1. How many field goals were successful in this game? Answer: According to the passage, one field goal was successful in the second quarter and another field goal was successful in the fourth quarter. Therefore, the answer is {2}.",2,True,nfl_1195_b04522b7-29b3-416d-90ab-8725e6623b64,False,DROP,
history_1731_c149b2a4-f11e-4303-bfb3-d64a419aa22f,70b,"Reformatted Question: In 2010, 47.3 million people who lived in the EU were born outside their resident country. This corresponds to 9.4% of the total EU population. Of these, 31.4 million (6.3%) were born outside the EU and 16.0 million (3.2%) were born in another EU member state. The largest absolute numbers of people born outside the EU were in Germany (6.4 million), France (5.1 million), the United Kingdom (4.7 million), Spain (4.1 million), Italy (3.2 million), and the Netherlands (1.4 million). How many more millions of people living in the EU we're born in Germany than in France? Answer: According to the passage, 6.4 million people were born in Germany and 5.1 million people were born in France. 6.4 million - 5.1 million = 1.3 million. So the answer is {1.3}.",1.3,True,history_1731_c149b2a4-f11e-4303-bfb3-d64a419aa22f,False,DROP,
nfl_2054_80ccf374-c566-4a56-860c-9692fba51584,70b,"Reformatted Question: Hoping to increase their winning streak the Chargers moved to Reliant Stadium for an AFC duel with the Texans. In the first quarter the Chargers trailed early as RB Arian Foster got an 8-yard TD run. They soon replied with QB Philip Rivers making a 55-yard TD pass to WR Seyi Ajirotutu. They trailed again with kicker Neil Rackers nailed a 27-yard field goal, but took the lead after Rivers got an 11-yard TD pass to TE Randy McMichael. They fell behind again in the second quarter as Foster made a 2-yard TD run, followed by Rackers hitting a 21 and a 25-yard field goal. The Chargers eventually pulled themselves in front again, with Rivers finding McMichael again on a 12-yard TD pass. This was followed in the 4th quarter by Rivers' 28-yard TD pass to Ajirotutu (With a successful 2-point conversion as FB Mike Tolbert ran to the endzone). With the win, the Chargers went into their bye week at 4-5. How many yards was Neil Rackers' shortest field goal? Answer: According to the passage, Neil Rackers' field goals were 27 yards, 21 yards, and 25 yards. Comparing these lengths, we can see that 21 yards is the shortest. So the answer is {21}.",21,True,nfl_2054_80ccf374-c566-4a56-860c-9692fba51584,False,DROP,
nfl_180_94dcc3a6-e0b6-4b61-ac18-1bc8028a2272,70b,"Reformatted Question: Clad in all-blue uniforms for the first time in franchise history, Ron Dayne rushed for a career-high 153 yards and two touchdowns and Kris Brown kicked the winning 48-yard field goal as time expired to shock the Colts 27-24. The Texans used Dayne and rookie Chris Taylor to eat up the clock and exploit the Colts' suspect run defense, ranked last in the NFL, while taking pressure off David Carr and the struggling passing game. The win broke a nine-game losing streak to the Colts (11-4). It would be the Colts' last defeat before winning Super Bowl XLI. Mario Williams forced a Dominic Rhodes fumble on the Colts' second play. Anthony Weaver recovered the ball on the Indianapolis 47 and Houston would convert it into a touchdown, taking an early 14-0 lead. Houston led through most of the game until Peyton Manning and Marvin Harrison connected for their second touchdown, a 7-yard pass that tied it 24-24 with 2:41 remaining. Carr and the Texans then engineered a six-play, 31-yard drive that ended with Brown's winning kick. Carr was 16-of-23 for 163 yards and a touchdown and was not sacked. Answer: According to the passage, there is only one mention of Marvin Harrison receiving a pass, which is the second touchdown pass from Peyton Manning. Therefore, we can conclude that Marvin Harrison received at least one pass, but the exact number of passes he received is not specified in the passage.",2,False,nfl_180_94dcc3a6-e0b6-4b61-ac18-1bc8028a2272,False,DROP,
nfl_2034_aa94973c-862d-4601-be2d-65f8d131949d,70b,"Reformatted Question: Coming off their impressive road win over the Buccaneers, the Steelers went home for an AFC North duel with the Baltimore Ravens. Pittsburgh would deliver the opening punch in the first quarter with a 1-yard touchdown run from running back Rashard Mendenhall. The Ravens would take the lead in the second quarter as running back Willis McGahee got a 9-yard touchdown run, followed by kicker Billy Cundiff getting a 33-yard field goal. After a scoreless third quarter, the Steelers would regain the lead as Mendenhall picked up a 7-yard touchdown run. However, Baltimore would get the last laugh as quarterback Joe Flacco completed an 18-yard touchdown pass to wide receiver T. J. Houshmandzadeh with 33 seconds remaining. The Steelers would get the ball back with 20 seconds remaining but quarterback Charlie Batch threw a pass that was picked off by linebacker Ray Lewis, effectively ending the game. With the loss, Pittsburgh went into their bye week at 3-1. How many points did Baltimore have at halftime? Answer: According to the passage, in the second quarter, Willis McGahee got a 9-yard touchdown run (6 points) and Billy Cundiff got a 33-yard field goal (3 points). So, at halftime, Baltimore had 6 + 3 = 9 points.",10,False,nfl_2034_aa94973c-862d-4601-be2d-65f8d131949d,False,DROP,
history_1935_bf12abdc-0a53-4a6f-ada5-158af4206ea2,70b,"Reformatted Question: There were 664,594 households out of which 24.35% had children under the age of 18 living with them, 46.28% were Marriage living together, 11.68% had a female householder with no husband present, and 37.40% were non-families. 30.11% of all households were made up of individuals and 14.70% (4.02% male and 10.68% female) had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 2.97. How many percent of households were not people living by themselves? Answer: According to the passage, 30.11% of all households were made up of individuals and 14.70% had someone living alone who was 65 years of age or older. To find the percentage of households that were not people living by themselves, we need to subtract the sum of these two percentages from 100%. 30.11% + 14.70% = 44.81%. 100% - 44.81% = 55.19%. So the answer is {55.19}.",69.89,False,history_1935_bf12abdc-0a53-4a6f-ada5-158af4206ea2,False,DROP,
history_1237_11a86d1d-2ff0-47ef-a631-4cce8706eb27,70b,"Reformatted Question: After the War of Independence and truce called in July 1921, representatives of the British government and the Irish treaty delegates, led by Arthur Griffith, Robert Barton and Michael Collins, negotiated the Anglo-Irish Treaty in London from 11 October to 6 December 1921. The Irish delegates set up headquarters at Hans Place in Knightsbridge, and it was here in private discussions that the decision was taken on 5 December to recommend the treaty to Dáil Éireann.The Second Dáil Éireann narrowly ratified the Treaty. In accordance with the treaty, on 6 December 1922 the entire island of Ireland became a self-governing Dominion called the Irish Free State . Under the Constitution of the Irish Free State, the Parliament of Northern Ireland had the option to leave the Irish Free State one month later and return to the United Kingdom. During the intervening period, the powers of the Parliament of the Irish Free State and Executive Council of the Irish Free State did not extend to Northern Ireland. Northern Ireland exercised its right under the treaty to leave the new Dominion and rejoined the United Kingdom on 8 December 1922. It did so by making an address to the King requesting, ""that the powers of the Parliament and Government of the Irish Free State shall no longer extend to Northern Ireland."" The Irish Free State was a constitutional monarchy sharing a monarch with the United Kingdom and other Dominions of the British Commonwealth. The country had a governor-general , a bicameral parliament, a cabinet called the ""Executive Council"", and a prime minister called the President of the Executive Council. Over how many months did the Irtish delegates negotiate the Anglo-Irish Treaty in London? Answer: According to the passage, the Irish delegates negotiated the Anglo-Irish Treaty in London from 11 October to 6 December 1921. This period includes the months of October, November, and December, which is a total of 3 months (as the exact dates are 11 October to 6 December). So the answer is {3}.",2,False,history_1237_11a86d1d-2ff0-47ef-a631-4cce8706eb27,False,DROP,
nfl_1516_c75f94d2-a8ba-4cde-9266-30009b4230de,70b,"Reformatted Question: Hoping to rebound from their fourth-quarter collapse to the Panthers, the Vikings flew to Soldier Field to face Jay Cutler and the Chicago Bears in a Week 16 rematch to conclude the 40th season of Monday Night Football. Due to the Saints losing to Tampa Bay 20-17 in overtime the previous day, the Vikings needed to win their last two games and have the Saints lose to Carolina the next week in order to clinch homefield advantage. In the first quarter, the Bears drew first blood as kicker Robbie Gould nailed a 22-yard field goal for the only score of the period. In the second quarter, the Bears increased their lead with Gould nailing a 42-yard field goal. They increased their lead with Cutler firing a 7-yard TD pass to tight end Greg Olsen. The Bears then closed out the first half with Gould's 41-yard field goal. In the third quarter, the Vikes started to rally with running back Adrian Peterson's 1-yard touchdown run (with the extra point attempt blocked). The Bears increased their lead over the Vikings with Cutler's 2-yard TD pass to tight end Desmond Clark. The Vikings then closed out the quarter with quarterback Brett Favre firing a 6-yard TD pass to tight end Visanthe Shiancoe. An exciting fourth quarter ensued. The Vikings started out the quarter's scoring with kicker Ryan Longwell's 41-yard field goal, along with Adrian Peterson's second 1-yard TD run. The Bears then responded with Cutler firing a 20-yard TD pass to wide receiver Earl Bennett. The Vikings then completed the remarkable comeback with Favre finding wide receiver Sidney Rice on a 6-yard TD pass on 4th-and-goal with 15 seconds left in regulation. The Bears then took a knee to force overtime. In overtime, the Bears won the toss and marched down the field, stopping at the 35-yard line. However, the potential game-winning 45-yard field goal attempt by Gould went wide right, giving the Vikings a chance to win. After an exchange of punts, the Vikings had the ball at the 26-yard line with 11 minutes left in the period. On the first play of scrimmage, Favre fired a screen pass to Peterson who caught it and went 16 yards, before being confronted by Hunter Hillenmeyer, who caused Peterson to fumble the ball, which was then recovered by Bears' linebacker Nick Roach. The Bears then won on Jay Cutler's game-winning 39-yard TD pass to wide receiver Devin Aromashodu. With the loss, not only did the Vikings fall to 11-4, they also surrendered homefield advantage to the Saints. How many yards longer was Cutler's longest touchdown pass than his shortest? Answer: According to the passage, Cutler's shortest TD pass was 7 yards, and his longest TD pass was 39 yards. 39 yards - 7 yards = 32 yards. So the answer is {32}.",37,False,nfl_1516_c75f94d2-a8ba-4cde-9266-30009b4230de,False,DROP,
history_228_16e4b810-0779-447e-98e2-fb80a94540d3,70b,"Reformatted Question: The Serbian army emerged victorious, although details of the actual battle are vague. Şahin Bey entered Serbia with 20.000 akinjis at that time he learned that Serbian lords had prepared an army to attack his troops. He advanced to Pločnik near Prokuplje but could not detect the position of that army, and believed that there was none. At that time, many akinjis lost their temper and began looting civilian properties in the surrounding villages by disobeying orders. Şahin Bey stayed alone with 2,000 soldiers. On the other hand, the battlefield was observed by Serbian expeditionary forces. Suddenly an allied army with 30,000 soldiers appeared, many of whom were cavalry. The Serbian army used heavy knight cavalry charge with horse archers on the flanks. The Serbs first attacked the Ottoman center , although they were unprepared and tasted nasty shock to heavy Serbian knights, the outnumbered Ottoman center resisted for some time but later began to withdraw with Şahin Bey who barely escaped with his life. Then the Serbian army turned to the other 18,000 akinjis that were busy plundering; unprepared, ill-disciplined, surprised akinjis couldn't do anything without their general. Only 5,000 of them returned home alive. More than 60% of the Ottoman army was destroyed. According to tradition Serbian knight and folk hero Miloš Obilić participated in this battle and distinguished himself, and was wounded by an Ottoman arrow. According to some, such as Croatian historian Vjekoslav Klaić, Lazar's army was aided by Bosnian troops. One version of the battle has it that the battle was won thanks to the Bosnian troops and the trickery of a Kastrioti. How many akinjis didn't return home alive? Answer: According to the passage, 20,000 akinjis initially entered Serbia, and 5,000 of them returned home alive. 20,000 - 5,000 = 15,000. So the answer is {15,000}.",13000,False,history_228_16e4b810-0779-447e-98e2-fb80a94540d3,False,DROP,
nfl_1962_b98a6455-138e-46df-8706-0d76779331d4,70b,"Reformatted Question: Coming off their home win over the Vikings, the Saints flew to Candlestick Park for a Week 2 Monday Night duel with the San Francisco 49ers. New Orleans would deliver the opening punch in the first quarter as 49ers center David Baas' high snap deep within San Francisco territory went out of the back of the endzone for a safety. The Saints would add onto their lead as quarterback Drew Brees hooked up with running back Reggie Bush on a 6-yard touchdown pass. The 49ers would answer in the second quarter as quarterback Alex Smith found running back Frank Gore on a 12-yard touchdown pass. San Francisco would take the lead with running back Anthony Dixon's 2-yard touchdown run, yet New Orleans would respond with Brees' 3-yard touchdown pass to tight end David Thomas. The Saints would add onto their lead in the fourth quarter as kicker Garrett Hartley made a 46-yard and a 19-yard field goal. The 49ers would strike back as Gore got a 7-yard touchdown run, followed by Smith's 2-point conversion pass to tight end Vernon Davis. In the end, New Orleans got the last laugh as Hartley booted the game-ending 37-yard field goal. How many yards longer was the longest touchdown pass over the shortest one? Answer: According to the passage, the shortest touchdown pass was 6 yards and the longest touchdown pass was 12 yards. 12 yards - 6 yards = 6 yards. So the answer is {6}.",9,False,nfl_1962_b98a6455-138e-46df-8706-0d76779331d4,False,DROP,
history_103_8e69e590-5608-4850-8023-a60d5beef76e,70b,"Reformatted Question: After the Battle of Deçiq Ottoman government decided for peaceful means of suppression of the revolt because frequent clashes with Albanians attracted the attention of the European Great Powers. On 11 June sultan Mehmed V visited Skopje where he was greeted enthusiastically by the local population together with two Albanian chieftains who swore their allegiance to the Ottoman sultan. On 15 June, the date of the Battle of Kosovo, he visited the site of the historical battle greeted by 100.000 people. During his visit to Kosovo vilayet he signed a general amnesty for all participants of the Albanian revolts of 1910 and 1911. He was welcomed by the choir of the Serbian Orthodox Seminary with Turkish songs and vice-consul Milan Rakić had gathered a large contingent of Serbs, but many Albanians boycotted the event. Ottoman representatives managed to deal with the leaders of Albanian rebels in Kosovo Vilayet and Scutari Vilayet separately, because they were not united and lacked central control. The Ottoman Empire first managed to pacify the northern Albanian malësorë from Scutari Vilayet reaching a compromise during a meeting in Podgorica. In order to resolve the problems in the south, the Ottoman representatives invited Albanian southern leaders to a meeting in Tepelenë on 18 August 1911. They promised to meet most of their demands, like general amnesty, the opening of Albanian language schools, and the restriction that military service was to be performed only in the territory of the vilayets with substantial Albanian population. Other demands included requiring administrative officers to learn the Albanian language, and that the possession of weapons would be permitted. How many Albanian revolts did Mehmed V sign general amnesty for all participants during his visit to Kosovo vilayet? Answer: According to the passage, Mehmed V signed a general amnesty for all participants of the Albanian revolts of 1910 and 1911. This indicates that there were two Albanian revolts for which Mehmed V signed a general amnesty.",2,False,history_103_8e69e590-5608-4850-8023-a60d5beef76e,False,DROP,
history_1237_daec607e-3554-4ebc-913e-2eac19c82338,70b,"Reformatted Question: After the War of Independence and truce called in July 1921, representatives of the British government and the Irish treaty delegates, led by Arthur Griffith, Robert Barton and Michael Collins, negotiated the Anglo-Irish Treaty in London from 11 October to 6 December 1921. The Irish delegates set up headquarters at Hans Place in Knightsbridge, and it was here in private discussions that the decision was taken on 5 December to recommend the treaty to Dáil Éireann.The Second Dáil Éireann narrowly ratified the Treaty. In accordance with the treaty, on 6 December 1922 the entire island of Ireland became a self-governing Dominion called the Irish Free State . Under the Constitution of the Irish Free State, the Parliament of Northern Ireland had the option to leave the Irish Free State one month later and return to the United Kingdom. During the intervening period, the powers of the Parliament of the Irish Free State and Executive Council of the Irish Free State did not extend to Northern Ireland. Northern Ireland exercised its right under the treaty to leave the new Dominion and rejoined the United Kingdom on 8 December 1922. It did so by making an address to the King requesting, ""that the powers of the Parliament and Government of the Irish Free State shall no longer extend to Northern Ireland."" The Irish Free State was a constitutional monarchy sharing a monarch with the United Kingdom and other Dominions of the British Commonwealth. The country had a governor-general , a bicameral parliament, a cabinet called the ""Executive Council"", and a prime minister called the President of the Executive Council. How many months after the truce of the War of Independence was called did the entire island of Ireland become the Irish Free State? Answer: According to the passage, the truce of the War of Independence was called in July 1921, and the entire island of Ireland became the Irish Free State on 6 December 1922. December 1922 - July 1921 = 17 months (including the month of July 1921 and December 1922). However, excluding the month of July 1921, the entire island of Ireland became the Irish Free State 16 months after the truce of the War of Independence was called.",17,False,history_1237_daec607e-3554-4ebc-913e-2eac19c82338,False,DROP,
history_1082_dbdf36f7-a935-4b91-9cea-8f2942831ab7,70b,"Reformatted Question: In May, the first movements of the war started as a Danish fleet under Jakob Brockenhuus sailed towards the Baltic. At Bornholm, on 30 May 1563, the fleet fired on the Swedish navy under Jakob Bagge, even though war had not officially been declared. A battle arose that ended with Danish defeat. German royal emissaries were sent to negotiate a peace, but at the meeting place of Rostock no Swedes appeared. On 13 August 1563, war was declared by emissaries from Denmark and Lübeck in Stockholm. The same month, Danish king Fredrik II attacked Älvsborg. At the beginning of the war the Danes advanced from Halland with a 25,000-strong army of professional mercenaries and captured Sweden's gateway to the west, Älvsborg Fortress, after only three days of bombardment and a six-hour assault on 4 September. This achieved the Danish aim of cutting off Sweden from the North Sea, blocking the all-important salt imports. Eric then attacked Halmstad, without result; the Swedish counterattack was driven back by the professional Danish army. After the king's departure from his army, Charley de Mornays stepped in as the commanding officer and was beaten by the Danish at the Battle of Mared. At sea a battle broke out near Öland on 11 September, whereafter the war took a pause. How many days passed between the Danish fleet firing on the Swedish navy and the declaration of war? Answer: According to the passage, the Danish fleet fired on the Swedish navy on 30 May 1563, and war was declared on 13 August 1563. To find the number of days between these two dates, we need to calculate the days in June (30 days) and July (31 days), and add the days from 1 August to 13 August (13 days). 30 + 31 + 13 = 74. So the answer is {74}.",75,False,history_1082_dbdf36f7-a935-4b91-9cea-8f2942831ab7,False,DROP,
history_1860_2684ade2-5687-43a9-b238-c63a8c94d2a4,70b,"Reformatted Question: Of Saratoga County's population in 2010, 6.3% were between ages of 5 and 9 years, 6.7% between 10 and 14 years, 6.5% between 15 and 19 years, 5.5% between 20 and 24 years, 5.5% between 25 and 29 years, 5.8% between 30 and 34 years, 6.6% between 35 and 39 years, 7.9% between 40 and 44 years, 8.5% between 45 and 49 years, 8.0% between 50 and 54 years, 7.0% between 55 and 59 years, 6.4% between 60 and 64 years, and 13.7% of age 65 years and over. 22.7% of the county's population was under age 18. The median age was 40.9 years. How many age groups made up more than 6% of the population but less than 7% of the population? Answer: According to the passage, the age groups that made up more than 6% of the population but less than 7% of the population are: 6.7% between 10 and 14 years, 6.5% between 15 and 19 years, 6.6% between 35 and 39 years, and 6.4% between 60 and 64 years, and 6.3% between 5 and 9 years. So, there are 5 age groups that made up more than 6% of the population but less than 7% of the population.",5,False,history_1860_2684ade2-5687-43a9-b238-c63a8c94d2a4,False,DROP,
nfl_1879_4e5b6445-ecf9-4940-9698-c2b99134a77d,70b,"Reformatted Question: Hoping to break a two-game losing streak the Texans flew to LP Field for an AFC South rivalry rematch against the Titans. The Texans trailed early after QB Kerry Collins threw a 3-yard TD pass to WR Nate Washington and to WR Justin Gage. This was followed by RB Chris Johnson getting an 11-yard TD run. The Texans got on the scoreboard after kicker Neil Rackers made a 37-yard field goal, but fell further behind after kicker Rob Bironas hit a 30-yard field goal. The Texans tried to cut the lead with QB Matt Schaub getting a 12-yard TD pass to WR Andre Johnson, but the Titans would pull away with RB Javon Ringer getting a 7-yard TD run. The Texans tried to come back into the game, but only came away with Schaub throwing a 4-yard TD pass to WR Kevin Walter. With the loss, the Texans fell to 5-9, and were officially eliminated from postseason contention. How many yards longer was the longest touchdown reception than the shortest? Answer: According to the passage, the longest touchdown reception was 12 yards and the shortest touchdown reception was 3 yards and then also 3 yards and also 4 yards are both shorter than 12 yards but the shortest is 3 yards. 12 yards - 3 yards = 9 yards. So the answer is {9}.",11,False,nfl_1879_4e5b6445-ecf9-4940-9698-c2b99134a77d,False,DROP,
history_1042_71446d50-bab4-42a8-b8b5-ba3e4cf99035,70b,"Reformatted Question: In the Morean War, the Republic of Venice besieged Sinj in October 1684 and then again March and April 1685, but both times without success. In the 1685 attempt, the Venetian armies were aided by the local militia of the Republic of Poljica, who thereby rebelled against their nominal Ottoman suzerainty that had existed since 1513. In an effort to retaliate to Poljica, in June 1685, the Ottomans attacked Zadvarje, and in July 1686 Dolac and Srijane, but were pushed back, and suffered major casualties. With the help of the local population of Poljica as well as the Morlachs, the fortress of Sinj finally fell to the Venetian army on 30 September 1686. On 1 September 1687 the siege of Herceg Novi started, and ended with a Venetian victory on 30 September. Knin was taken after a twelve-day siege on 11 September 1688. The capture of the Knin Fortress marked the end of the successful Venetian campaign to expand their territory in inland Dalmatia, and it also determined much of the final border between Dalmatia and Bosnia and Herzegovina that stands today. The Ottomans would besiege Sinj again in the Second Morean War, but would be repelled. On 26 November 1690, Venice took Vrgorac, which opened the route towards Imotski and Mostar. In 1694 they managed to take areas north of the Republic of Ragusa, namely Čitluk, Gabela, Zažablje, Trebinje, Popovo, Klobuk and Metković. In the final peace treaty, Venice did relinquish the areas of Popovo polje as well as Klek and Sutorina, to maintain the pre-existing demarcation near Ragusa. How many areas north of the Republic of Ragusa did Venice take over in 1694? Answer: According to the passage, in 1694, Venice took over 7 areas north of the Republic of Ragusa, specifically Čitluk, Gabela, Zažablje, Trebinje, Popovo, Klobuk and Metković.",7,False,history_1042_71446d50-bab4-42a8-b8b5-ba3e4cf99035,False,DROP,
history_1308_f36bae23-6b4b-46de-bc9a-7fcc233905da,70b,"Reformatted Question: Russia admitted that three of its Su-25 strike aircraft and one Tu-22M3 long-range bomber were lost. Georgia at that time claimed it had downed at least 21 Russian aircraft. Moscow Defence Brief provided a higher estimate for air force losses, saying that Russian Air Force total losses during the war were one Tu-22M3 long-range bomber, one Su-24M Fencer fighter-bomber, one Su-24MR Fencer E reconnaissance plane and four Su-25 attack planes. Anton Lavrov listed one Su-25SM, two Su-25BM, two Su-24M and one Tu-22M3 lost. Two helicopters, a Mi-8MTKO and a Mi-24, were wrecked in an accident after the hostilities. While there are no official figures, Russian ground equipment losses in the war are estimated to be three tanks, at least 20 armoured and 32 non-armoured vehicles lost in combat. Several more vehicles were impaired in accidents. During one engagement, Georgian forces destroyed 25 out of 30 vehicles of a Russian military unit commanded by General Anatoly Khrulyov. The Russian military had no losses in the artillery, air defence and naval forces. According to Nezavisimaya Gazeta, the five-day war cost Russia an estimated 12.5 billion rubles, a daily cost of 2.5 billion rubles. South Ossetian forces lost two BMP-2s. How many tanks, armoured and non-armoured loses were estimated to have been lost? Answer: According to the passage, three tanks, at least 20 armoured vehicles, and 32 non-armoured vehicles were estimated to have been lost.",55,False,history_1308_f36bae23-6b4b-46de-bc9a-7fcc233905da,False,DROP,
history_2170_77ec7d38-739a-4ca5-9bc2-b63670f435f6,70b,"Reformatted Question: In the census of 2010, there were 66,135 people, 26,265 (2000 data) households, and 14,051 (2000 data) families residing in the city. The population density was 6,096.7 people per square mile (2,199.9/km²). There were 30,272 (2000 data) housing units at an average density of 2,790.6 per square mile (1,077.2/km²). The racial makeup of the city was 59.38% (52.31% Non-Hispanic) (7.07 White-Hispanic) White (U.S. Census), 24.19% African American (U.S. Census), 14.47% Hispanic (U.S. Census) or Latin (U.S. Census)) of any race, 8.24% from Race (United States Census), 5.74% from two or more races, 2.62% Asian (U.S. Census), 0.69% Native American (U.S.Census), and 0.14% Pacific Islander (U.S. Census). There is a growing Guyana population in the area. The top ancestries self-identified by people on the census are Italian (13.6%), Guyanese (12.3%), Irish (12.1%), Puerto Rican (10.1%), German (8.7%), English (6.0%), Polish (5.4%), French (4.4%). These reflect historic and early 20th-century immigration, as well as that since the late 20th century. How many percent more people were in the the second largest group compared to the second smallest? Answer: According to the passage, the second largest group is Italian (13.6%) and the second smallest is French (4.4%). 13.6% - 4.4% = 9.2%. So the answer is {9.2}.",23.5,False,history_2170_77ec7d38-739a-4ca5-9bc2-b63670f435f6,False,DROP,
history_1731_65b66a61-6eb9-43e8-b245-8dd333be4fa3,70b,"Reformatted Question: In 2010, 47.3 million people who lived in the EU were born outside their resident country. This corresponds to 9.4% of the total EU population. Of these, 31.4 million (6.3%) were born outside the EU and 16.0 million (3.2%) were born in another EU member state. The largest absolute numbers of people born outside the EU were in Germany (6.4 million), France (5.1 million), the United Kingdom (4.7 million), Spain (4.1 million), Italy (3.2 million), and the Netherlands (1.4 million). How many millions of people living in the EU in 2010 were born in another EU member state? Answer: According to the passage, 16.0 million (3.2%) people living in the EU in 2010 were born in another EU member state.",16,False,history_1731_65b66a61-6eb9-43e8-b245-8dd333be4fa3,False,DROP,
