id,model,answer,gt,isTrue,unique_id
history_1276_3cf695a7-f48c-4a59-93a6-1475962ee4c8,405B,"Reformatted Question: In May 1924, the French Army had established a line of <fact1>out-posts north of the Oureghla River</fact1> in disputed tribal territory. On 12 April 1925, an estimated 8,000 Rifians attacked this line and in two weeks <fact2>over 40 of 66 French posts had been stormed or abandoned</fact2>. French casualties exceeded 1,000 killed, 3,700 wounded and 1,000 missing - representing losses of over 20 percent of their forces deployed in the Rif. The French accordingly intervened on the side of Spain, employing up to 160,000 well trained and equipped troops from Metropolitan, Algerian, Senegalese and Foreign Legion units, as well as Moroccan regulars  and auxiliaries . With total Spanish forces now numbering about 90,000 the Rifian forces were now seriously outnumbered by their Franco-Spanish opponents. Final French deaths from battle and disease, in what had now become a major war, were to total 8,628. How many French out-posts were still there?

Answer: According to the passage, there were originally <fact1>66 French posts</fact1>, and <fact2>over 40 of 66 French posts had been stormed or abandoned</fact2>. To find the number of posts still there, we need to subtract the number of posts stormed or abandoned from the total number of posts. Since we are given a range (""over 40""), we can calculate the minimum number of posts still there by subtracting 40 from 66 and get 26. So the answer is {26}.",25,False,history_1276_3cf695a7-f48c-4a59-93a6-1475962ee4c8
nfl_1883_585c3a26-c4aa-42f2-9aaf-ad69fe92a608,405B,"Reformatted Question: The Colts traveled to Denver, Colorado for an AFC conference matchup with the Denver Broncos. The game started with punts by both teams on their own opening drives. The Colts then drove down the field and scored on a <fact1>38-yard field goal by Adam Vinateri</fact1>. After a defensive interception set the Colts up down field, Indianapolis was forced to kick another field goal to extend their lead to 6-0 at the end of the first quarter. The Colts offense did not stop firing with the start of the second quarter, Peyton Manning threw to Austin Collie for his first touchdown of the game and gave the Colts a 13-0 lead. With the start of the second quarter the Bronco offense came alive. However, many offensive mistakes and key plays caused Denver to get points only on a late field goal by Matt Prater. At halftime, the Indianapolis Colts held the lead of 13-3. Denver received the ball first in the second half and was able to capitalize with a touchdown drive closing the game to a three-point margin. After switching possession, the Colts were able to respond with a touchdown drive that included Blair White, who was just signed from the practice squad prior to the game. Denver then scored a field goal late in the third quarter making the game a 20-13 contest heading into the fourth quarter. After defensive stops, the Colts were able to score a touchdown on another Austin Collie reception to take a commanding 27-13. The defense was able to stop the Broncos on their next possession allowing the Colts to win 27-13, and take their second straight game of the season, improving their record to 2-1. how many yards did the colts have
Answer: The passage does not provide information on the total number of yards the Colts had. It only mentions a <fact1>38-yard field goal by Adam Vinateri</fact1>, but does not provide a total yardage count for the team.",38,False,nfl_1883_585c3a26-c4aa-42f2-9aaf-ad69fe92a608
history_2044_581ced8b-43ce-4d8d-a275-2924c60957ee,405B,"Reformatted Question: The first issue in 1942 consisted of denominations of 1, 5, 10 and 50 centavos and <fact1>1, 5, and 10 Pesos</fact1>. The next year brought ""replacement notes"" of the <fact1>1, 5 and 10 Pesos</fact1> while 1944 ushered in a <fact2>100 Peso note</fact2> and soon after an inflationary <fact3>500 Pesos note</fact3>. In 1945, the Japanese issued a <fact4>1,000 Pesos note</fact4>. This set of new money, which was printed even before the war, became known in the Philippines as Mickey Mouse money due to its very low value caused by severe inflation. Anti-Japanese newspapers portrayed stories of going to the market laden with suitcases or ""bayong"" (native bags made of woven coconut or Corypha leaf strips) overflowing with the Japanese-issued bills. In 1944, a box of matches cost more than <fact5>100 Mickey Mouse pesos</fact5>. In 1945, a kilogram of camote cost around <fact6>1000 Mickey Mouse pesos</fact6>. Inflation plagued the country with the devaluation of the Japanese money, evidenced by a 60% inflation experienced in January 1944. How many pesos was the Mickey Mouse money created by the Japanese worth?
Answer: According to the passage, the value of the Mickey Mouse money varied. Initially, the Japanese issued notes worth <fact1>1, 5, and 10 Pesos</fact1>, then later issued notes worth <fact2>100 Pesos</fact2>, <fact3>500 Pesos</fact3>, and <fact4>1,000 Pesos</fact4>. However, due to severe inflation, the value of the Mickey Mouse money decreased significantly, with a box of matches costing more than <fact5>100 Mickey Mouse pesos</fact5> in 1944 and a kilogram of camote costing around <fact6>1000 Mickey Mouse pesos</fact6> in 1945. Therefore, the value of the Mickey Mouse money created by the Japanese is not fixed and varied over time due to inflation.",1000,False,history_2044_581ced8b-43ce-4d8d-a275-2924c60957ee
history_1859_7c7aeed2-3f87-483a-824b-c8bd10d576f8,405B,"Reformatted Question: There were 88,296 households out of which <fact1>29.5% had children under the age of 18 living with them</fact1>, 53.3% were Marriage living together, 9.1% had a female householder with no husband present, and 33.4% were non-families. 26.1% of all households were made up of individuals, <fact2>31.5% of households had individuals under 18 years</fact2>, and 9.5% had someone living alone who was 65 years of age or older.  The average household size was 2.44 and the average family size was 2.96. How many percentage points is the amount of households that don't have an individual under 18?

Answer: According to the passage, <fact2>31.5% of households had individuals under 18 years</fact2>. To find the percentage of households that don't have an individual under 18, we subtract this percentage from 100%. 100% - <fact2>31.5%</fact2> = 68.5%. So the answer is {68.5}.",70.5,False,history_1859_7c7aeed2-3f87-483a-824b-c8bd10d576f8
nfl_1136_7361d127-759d-484a-99e9-0eea91ce5cae,405B,"Reformatted Question: Looking to avoid back-to-back divisional losses, the Patriots traveled to Miami to face the 6-4 Dolphins at Dolphin Stadium. After Carpenter's kickoff was returned from the 29-yard line by Matthew Slater, the Patriots began their first possession at their own 40-yard line. Cassel's first two passes were both completed for first downs, putting the Patriots in Dolphins territory and eventually their red zone. However, a holding penalty on Neal pushed the Patriots back 10 yards, forcing a 30-yard Gostkowski field goal four plays later that gave the Patriots a 3-0 lead. Following a Dolphins three-and-out, the Patriots' second drive ended when a Cassel pass to Moss was bobbled by both Moss and cornerback Jason Allen to keep the ball in the air until Renaldo Hill intercepted it; a 17-yard return gave the Dolphins the ball at the Patriots' 42-yard line. On the next play, a 29-yard David Martin reception moved the Dolphins into the Patriots' red zone, where the Dolphins used their ""Wildcat"" formation on the next two plays. A Tedy Bruschi unnecessary roughness penalty on the second Ronnie Brown run set up a first-and-goal, where Camarillo caught a 3-yard pass from Pennington for a touchdown, giving the Dolphins a 7-3 lead. The Patriots responded with a 12-play, 74-yard drive that ended on the first play of the second quarter, an 8-yard touchdown scramble by Cassel to give the Patriots the lead again, 10-7. The Dolphins' next drive went three-and-out despite two more plays using the ""Wildcat"" formation, giving the Patriots the ball at their own 41-yard line. On a 1-yard Morris run from the Dolphins' 28-yard line, linebacker Matt Roth forced a fumble during the tackle; the ball was recovered by Dolphins cornerback Andr&#233; Goodman at the Dolphins' 28-yard line. The Dolphins took advantage of the turnover, going 72 yards on 12 plays and re-taking the lead at 14-10 on a 7-yard Pennington touchdown scramble. Carpenter's ensuing kickoff was returned by Slater from the Patriots' 24-yard line, setting up the Patriots' next drive to begin from their own 37-yard line. Six plays later, Cassel completed a 25-yard touchdown pass to Moss that gave the Patriots the lead again, 17-14. After an exchange of three-and-outs, the Dolphins began their final drive of the half with 39 seconds remaining and moved into Patriots territory. However, a false start on wide receiver Ted Ginn, Jr. followed by a Vrabel sack of Pennington ended the first half. Due to their deferral of the opening kickoff, the Dolphins elected to receive the opening kickoff of the second half. A 46-yard Pennington pass to Ginn on the first play moved the Dolphins to the Patriots' 36-yard line; six plays later, Pennington hit fullback Casey Cramer on a 2-yard touchdown catch that gave the Dolphins the lead again at 21-17. The Patriots responded by going 78 yards on 11 plays, re-taking the lead yet again on the second Moss touchdown catch of the day; the 8-yard grab put the Patriots ahead 24-21. The Dolphins' next drive got as far as the Patriots' 27-yard line, but an offensive holding penalty, incomplete pass, and sack forced the Dolphins to punt from the Patriots' 42-yard line. Two plays later, Cassel completed a pass to Welker across the middle; the wide receiver ran along the sideline after the catch to pick up 64 yards on the play. After an incomplete pass to Moss, a 21-yard Faulk touchdown run extended the Patriots' lead to 31-21 on the final play of the third quarter. Four plays into the Dolphins' ensuing drive, on 3rd-and-3, Pennington hit wide receiver Davone Bess for a 36-yard gain to put the Dolphins in the Patriots' red zone. On the next play, a diving Ricky Williams 13-yard touchdown catch cut the Patriots' lead to 31-28. Facing a 3rd-and-10 from their own 42-yard line during their next drive, the Patriots moved into Dolphins territory on a 23-yard Gaffney catch. Two plays later, Cassel and Moss connected for their third touchdown pass of the day, this one from 29 yards out, to give the Patriots a 38-28 lead. On the next play, Meriweather intercepted a Pennington pass and returned it 19 yards to the Dolphins' 18-yard line. However, safety Yeremiah Bell sacked Cassel on 3rd-and-2 to set up a 30-yard Gostkowski field goal that extended the Patriots lead to 41-28 with just over seven minutes remaining in the game. Starting from their own ",20,False,nfl_1136_7361d127-759d-484a-99e9-0eea91ce5cae
history_2609_139eab9d-3c2f-4d35-b562-b4520bb73c45,405B,"Reformatted Question: As of the census of 2000, there were 7,791 people, <fact1>3,155 households</fact1>, and <fact2>2,240 families</fact2> residing in the county.  The population density was 16 people per square mile (6/km²).  There were <fact3>3,723 housing units</fact3> at an average density of 8 per square mile (3/km²).  The racial makeup of the county was 97.63% Race (United States Census), 0.18% Race (United States Census) or Race (United States Census), 1.07% Race (United States Census), 0.19% Race (United States Census), 0.03% Race (United States Census), 0.22% from Race (United States Census), and 0.69% from two or more races.  1.26% of the population were Race (United States Census) or Race (United States Census) of any race. 33.7% were of germans, 13.9% swedish people, 10.1% irish people, 8.8% united states, 7.0% english people and 5.4% Danish people ancestry according to Census 2000. How many more household and housing units were there than families?
Answer: According to the passage, there were <fact1>3,155 households</fact1> and <fact3>3,723 housing units</fact3>, and <fact2>2,240 families</fact2>. The difference between the number of households and the number of families is <fact1>3,155</fact1> - <fact2>2,240</fact2> = 915. The difference between the number of housing units and the number of families is <fact3>3,723</fact3> - <fact2>2,240</fact2> = 1,483. So the answer is {915 + 1483 = 2398}.",4638,False,history_2609_139eab9d-3c2f-4d35-b562-b4520bb73c45
history_241_39b1772e-28ba-44d4-be18-52f24d87bf09,405B,"Reformatted Question: The popular uprising included large areas of Lower Bavaria, the Innviertel and eastern Bavaria. The lands adjoining towns and strongholds were captured by the rebels and the peasant uprising spread to the Bavarian Forest, parts of the Upper Palatinate and Kelheim on the Danube. A Braunau Parliament meeting was held in December 1705 in the then-Bavarian Braunau. Long before the French Revolution and early German parliamentarianism the meeting was held on 21 December 1705 in an inn belonging to the Baron von Paumgarten; representatives met of the four estates in Bavaria: aristocracy, clergy, burghers and peasants. The Braunau Parliament  is the name of the congress on the defence of the state of Bavaria held at Braunau am Inn convened on 21 December 1705. Following the initial uprising in November 1705, there was little response from the Austrians for nearly two months. However, that changed following an attempt by the rebels to capture the Bavarian capital, Munich. Following their unsuccessful attack, the night of 25 December 1705 saw an Austrian column encounter the peasant army near Sendling outside of Munich.  The battle was known as Sendling's Night of Murder  or the Sendling Christmas Day Massacre. The insurgents from the Bavarian Oberland were defeated and completely routed by Emperor Joseph I's troops. The number of deaths on the <fact1>Bavarian side in this battle is estimated at around 1,100 men</fact1>, but the <fact2>Austrians lost only about 40</fact2>. Some of the insurgents were killed after they had already surrendered.  About two weeks later, on 8 January 1706, the Battle of Aidenbach ended with the utter defeat of the insurgents and about <fact3>4,000 casualties on the Bavarian side</fact3>. That led to the collapse of the uprising against Austria. what is the difference in casualty numbers between <fact4>Bavarian</fact4> and <fact5>Austrian</fact5>?

Answer: According to the passage, <fact1>the Bavarian side lost 1,100 men</fact1> and <fact3>4,000 casualties in another battle</fact3>, for a total of 1,100 + 4,000 = 5,100 casualties. <fact2>The Austrians lost 40 men</fact2>. The difference in casualty numbers between <fact4>Bavarian</fact4> and <fact5>Austrian</fact5> is 5,100 - 40 = 5,060. So the answer is {5,060}.",1060,False,history_241_39b1772e-28ba-44d4-be18-52f24d87bf09
history_1943_7389c938-e099-4879-a679-a7fa63af6443,pro,"Reformatted Question: As of the census of 2010, there were <fact1>22,915 people</fact1>, <fact2>7,953 households</fact2>, and <fact3>5,748 families</fact3> residing in the county.  The population density was 37 people per square mile (14/km2).  There were 8,981 housing units at an average density of 14.3 per square mile (5.5/km2).  The racial makeup of the county was 75.8% Race (United States Census), 22.0% Race (United States Census) or Race (United States Census), 0.3% Race (United States Census), 0.1% Race (United States Census), 0.1% Race (United States Census), 0.8% from Race (United States Census), and 0.9% from two or more races.  1.8% of the population were Race (United States Census) or Race (United States Census) of any race. How many people and families resided in the county according to the census of 2010?

Answer: According to the passage, there were <fact1>22,915 people</fact1> and <fact3>5,748 families</fact3> residing in the county as of the census of 2010.  So the answer is <fact1>22,915</fact1> people and <fact2>5,748</fact2> families = {28663} people and families.
",28663,True,history_1943_7389c938-e099-4879-a679-a7fa63af6443
history_2086_ded4bc12-bfdf-4ea9-8773-09784ca3b8e1,pro,"Reformatted Question: In 1995, the Steelers overcame a 3-4 start (including a 20-16 upset loss to the expansion 1995 Jacksonville Jaguars season) to win eight of their final nine games and finished with an  record, the second-best in the AFC. Their offense was led by quarterback Neil ODonnell, who completed 246 out of 416 passes for 2,970 yards and 17 touchdowns, with only seven interceptions. <fact1>Pro Bowl wide receiver Yancey Thigpen was the teams leading receiver with 85 receptions for 1,307 yards and five touchdowns</fact1>. <fact2>Other contributors in the passing game included wide receivers Andre Hastings (48 catches for 502 yards and one touchdown)</fact2> and <fact3>Ernie Mills (39 receptions for 679 yards and 8 touchdowns)</fact3>, who both also excelled as returners on special teams. Mills gained 1,306 yards returning kickoffs, while Hastings returned 48 punts for 474 yards and a touchdown. The Steelers rushing attack was led by Erric Pegram, who recorded 813 yards and five touchdowns, and Bam Morris, who had 559 yards and nine touchdowns. On special teams, newly acquired kicker Norm Johnson led the NFL in both field goals made (34) and field goals attempted (41), while also successfully making all 39 of his extra point attempts.  Leading the offensive line was future Hall of Fame center Dermontti Dawson, who made the Pro Bowl for the third consecutive year. How many receiving touchdowns did Yancey Thigpen, Andre Hastings, and Ernie Mills have combined?

Answer: According to the passage, <fact1>Yancey Thigpen had 5 receiving touchdowns</fact1>, <fact2>Andre Hastings had 1 receiving touchdown</fact2>, and <fact3>Ernie Mills had 8 receiving touchdowns</fact3>.  <fact1>5</fact1> + <fact2>1</fact2> + <fact3>8</fact3> = 14. So the answer is {14}.
",14,True,history_2086_ded4bc12-bfdf-4ea9-8773-09784ca3b8e1
nfl_1152_a44ccaf8-9716-46ff-9b10-f437e657c768,pro,"**Reformatted Question:** Coming off their road win over the Cardinals, the Giants flew to FedEx Field for a Week 13 NFC East rematch with the Washington Redskins.  In the first quarter, New York scored first as QB Eli Manning completed a 40-yard TD pass to WR Amani Toomer, along with kicker <fact1>John Carney getting a 31-yard field goal</fact1>.  In the second quarter, the Giants increased their lead as <fact2>Carney got a 38-yard field goal</fact2>.  The Redskins would close out the half with WR Devin Thomas getting a 29-yard TD run. In the third quarter, New York began to pull away as RB Brandon Jacobs got a 1-yard TD run.  In the fourth quarter, the Giants sealed the deal with <fact3>Carney connecting on a 39-yard field goal</fact3>. With the season-sweep, the Giants improved to 11-1, exceeding the 1986 and 1990 teams (both started 10-2 and eventually won the Super Bowl) for the best 12-game record in franchise history. how many yards did Carney get?


**Answer:**  Carney kicked three field goals.  <fact1>The first was for 31 yards</fact1>, <fact2>the second was for 38 yards</fact2>, and <fact3>the third was for 39 yards</fact3>. <fact1>31</fact1> + <fact2>38</fact2> + <fact3>39</fact3> = 108.  Therefore, Carney kicked for a total of {108} yards.
",108,True,nfl_1152_a44ccaf8-9716-46ff-9b10-f437e657c768
nfl_1096_25293bf7-6e8c-4362-8a37-1078142e5be1,pro,"Reformatted Question: Hoping to rebound from their tough road loss to the Patriots, the Chiefs hosted their AFC West rival, the Oakland Raiders.  In the first quarter, Kansas City trailed early as Raiders kicker Sebastian Janikowski got a 56-yard and a 25-yard field goal. Chiefs quarterback Damon Huard suffered a neck injury in the first quarter and Tyler Thigpen substituted as quarterback for the remainder of the game. Huard was in for Kansas City's first two series, but didn't return after throwing an interception late in the second quarter. Marques Hagans, who was listed on the Chiefs' roster as a wide receiver, checked in as quarterback for several draw plays. The Chiefs announced at the end of the third quarter that Huard sustained ""mild head trauma,"" a move deemed controversial as Huard never sought medical attention in the following days. Under Thigpen, the Chiefs' offense struggled to move the ball down the field. In using three quarterbacks, the Chiefs had only 65 net yards at halftime. Raiders RB Darren McFadden got a 19-yard TD run in the third quarter. Oakland increased its lead with Janikowski nailing a 40-yard field goal in the fourth quarter. The Chiefs would respond with rookie QB Tyler Thigpen completing a 2-yard TD pass to TE Tony Gonzalez, Kansas City executed a two-point conversion pass to rookie FB Mike Cox to make them within 8 points with just over five minutes remaining. The Chiefs' two-point conversion was the team's first in two years. Kansas City lost its opportunity to tie the game as the Raiders pulled away with RB Michael Bush getting a 32-yard TD run. The Chiefs' defense allowed the third-highest total yards on offense in franchise history. <fact1>JaMarcus Russell completed only 6 of 17 passes for 55 yards</fact1> and led the Raiders to a 15-point victory. Following the game, Chiefs RB Larry Johnson voiced his displeasure with the Chiefs' offense and his role with the team. With the loss, the Chiefs fell to an 0-2 record for the third consecutive year. Kansas City's 11-game losing streak (2007-2008) is the longest in franchise history. The Chiefs also lost their second consecutive game to the Raiders for the first time since 2001. How many total yards did JaMarcus Russell's completed passes add up to?

Answer:
The question asks for the total yards of JaMarcus Russell's completed passes. The passage states that <fact1>JaMarcus Russell's passes accounted for 55 yards</fact1>.  Therefore, the answer is {55}.
",55,True,nfl_1096_25293bf7-6e8c-4362-8a37-1078142e5be1
history_1748_507ba50b-d137-4f0f-9e80-92bbc8890a8b,pro,"Reformatted Question: According to the 2014 census, 1,144,428 residents or 38,2% live in cities while 1,853,807 are rural residents. The largest cities under the control of the constitutional authorities are <fact1>Chişinău with 644,204 (with 590,631 actual urban dwellers)</fact1> and <fact2>Bălţi with 102,457 (97,930 urban dwellers)</fact2>. The autonomous territorial unit of Gagauzia has 134,535, out of which 48,666 or 36,2% are urban dwellers. <fact3>Ungheni is the third largest city with 32,828</fact3>, followed by <fact4>Cahul with 28,763</fact4>, <fact5>Soroca with 22,196</fact5> and <fact6>Orhei with 21,065</fact6>. How many more people are in Chişinău and Bălţi combined compared to Cahul, Soroca, and Orhei combined?

Answer: The question asks the difference in population between Chișinău and Bălți combined versus Cahul, Soroca, and Orhei combined.

* <fact1>Chișinău's population is 644,204</fact1>.
* <fact2>Bălți's population is 102,457</fact2>.
* Combined population of Chișinău and Bălți: <fact1>644,204</fact1> + <fact2>102,457</fact2> = 746,661

* <fact4>Cahul's population is 28,763</fact4>.
* <fact5>Soroca's population is 22,196</fact5>.
* <fact6>Orhei's population is 21,065</fact6>.
* Combined population of Cahul, Soroca, and Orhei: <fact4>28,763</fact4> + <fact5>22,196</fact5> + <fact6>21,065</fact6> = 72,024

Difference: 746,661 - 72,024 = 674,637

So the answer is {674,637}.
",674637,True,history_1748_507ba50b-d137-4f0f-9e80-92bbc8890a8b
history_1748_435366d2-3547-4adc-9419-d268336e47a1,pro,"Reformatted Question: According to the 2014 census, 1,144,428 residents or 38,2% live in cities while 1,853,807 are rural residents. The largest cities under the control of the constitutional authorities are <fact1>Chişinău with 644,204 (with 590,631 actual urban dwellers)</fact1> and <fact2>Bălţi with 102,457 (97,930 urban dwellers)</fact2>. The autonomous territorial unit of Gagauzia has 134,535, out of which 48,666 or 36,2% are urban dwellers. <fact3>Ungheni is the third largest city with 32,828</fact3>, followed by Cahul with 28,763, Soroca with 22,196 and Orhei with 21,065. How many people are in Chişinău, Bălţi, and Ungheni combined?

Answer: The question asks for the combined population of Chişinău, Bălţi, and Ungheni.  <fact1>Chişinău has a population of 644,204</fact1>, <fact2>Bălţi has a population of 102,457</fact2>, and <fact3>Ungheni has a population of 32,828</fact3>.  Therefore, 644,204 + 102,457 + 32,828 = 779,489. So the answer is {779489}.
",779489,True,history_1748_435366d2-3547-4adc-9419-d268336e47a1
nfl_1471_bf148e64-9319-44a9-a3b7-a84ed898cfad,pro,"Reformatted Question: Hoping to rebound from their divisional loss to the Jaguars, the Texans stayed at home for a Week 4 duel with the Oakland Raiders.  Houston delivered the opening shot of the first quarter with kicker Kris Brown's 26-yard field goal, followed by the Raiders tying the game with a 46-yard field goal from kicker Sebastian Janikowski.  The Texans would take full command in the second quarter as Brown nailed a 34-yard field goal, followed by running back Steve Slaton getting a 32-yard touchdown run and catching an 18-yard touchdown pass from quarterback Matt Schaub.  Oakland would close out the half with Janikowski's 33-yard field goal.  In the third quarter, Houston would continue its domination with <fact1>rookie linebacker Brian Cushing tackling Raiders running back Justin Fargas in his own endzone for a safety</fact1>, immediately followed by <fact2>wide receiver Jacoby Jones returning a kickoff 95 yards for a touchdown</fact2>. How many plays did the Texans score on in the third quarter?

Answer: The question asks about scoring plays in the third quarter.  <fact1>The safety by Brian Cushing</fact1> counts as one scoring play.  <fact2>The kickoff return for a touchdown by Jacoby Jones</fact2> also counts as one scoring play.  1 + 1 = 2.  Therefore, the Texans scored on two plays in the third quarter. So the answer is {2}.
",2,True,nfl_1471_bf148e64-9319-44a9-a3b7-a84ed898cfad
history_2086_40835a6b-afac-4b06-ba23-4a4c87261edd,pro,"Reformatted Question: In 1995, the Steelers overcame a 3-4 start (including a 20-16 upset loss to the expansion 1995 Jacksonville Jaguars season) to win eight of their final nine games and finished with an  record, the second-best in the AFC. Their offense was led by quarterback <fact1>Neil ODonnell, who completed 246 out of 416 passes for 2,970 yards and 17 touchdowns, with only seven interceptions</fact1>. Pro Bowl wide receiver Yancey Thigpen was the teams leading receiver with 85 receptions for 1,307 yards and five touchdowns. Other contributors in the passing game included wide receivers Andre Hastings (48 catches for 502 yards and one touchdown) and Ernie Mills (39 receptions for 679 yards and 8 touchdowns), who both also excelled as returners on special teams. Mills gained 1,306 yards returning kickoffs, while Hastings returned 48 punts for 474 yards and a touchdown. The Steelers rushing attack was led by Erric Pegram, who recorded 813 yards and five touchdowns, and Bam Morris, who had 559 yards and nine touchdowns. On special teams, newly acquired kicker Norm Johnson led the NFL in both field goals made (34) and field goals attempted (41), while also successfully making all 39 of his extra point attempts.  Leading the offensive line was future Hall of Fame center Dermontti Dawson, who made the Pro Bowl for the third consecutive year. How many more touchdowns did Neil ODonnell have compared to interceptions?


Answer: According to the passage, <fact1>Neil O'Donnell had 17 touchdowns and 7 interceptions</fact1>.  17 - 7 = 10. So the answer is {10}.
",10,True,history_2086_40835a6b-afac-4b06-ba23-4a4c87261edd
nfl_2234_9ba3fa46-1ff6-4cdb-9f5e-5d5019d3dc38,pro,"Reformatted Question: After a huge loss at the Saints, the Colts traveled to Nashville take on the Titans.  The Titans would score 20 unanswered points in the 1st half alone as Rob Bironas would kick a 51-yard field goal for a 3-0 lead in the first quarter.  In the 2nd quarter, Jason McCourty would recover a blocked punt in the end zone sending the game to 10-0, followed up by Bironas nailing a 50-yard field goal for 13-0 and eventual halftime lead of 20-0 when Nate Washington ran for a 3-yard touchdown.  The Colts would manage to get on the board as Adam Vinatieri would kick a 22-yard field goal for a 20-3 lead.  Donald Brown managed to increase his team's points with a 4-yard touchdown run for a 20-10 lead.  The Titans however wrapped the game up when Washington ran for a 14-yard touchdown for a final score of 27-10. <fact1>With the loss, the Colts fell to 0-8</fact1>. What is the Colts current amount of losses?

Answer: The passage states that <fact1>the Colts fell to 0-8 with the loss</fact1>.  The ""8"" in ""0-8"" represents the number of losses.  So the answer is {8}.
",8,True,nfl_2234_9ba3fa46-1ff6-4cdb-9f5e-5d5019d3dc38
history_1517_459ec315-291d-4530-8e31-717998430478,pro,"Reformatted Question: In <fact1>993</fact1>, Khitans under General Xiao Sunning <fact2>invaded Korea</fact2>, but retreated after truce negotiations with minister Seo Hui of Goryeo, establishing friendly relations between the two nations. In 1004, the Liao dynasty repulsed Song China. Subsequently, as part of peace negotiations, Song China to paid tribute to the Liao emperor. However, the tension between Goryeo and Liao created another war. In 1009, General Gang Jo of Goryeo led a coup against King Mokjong, killing the king and establishing military rule. In 1010, the alliance was broken and Liao attacked Korea for General Gang's treason. Also, Khitans claimed six garrison settlements east of the Yalu River, which Goryeo claimed as its territory in truce negotiations during 993. After suffering numerous and heavy casualties against the Goryeo army, the Khitans managed to defeat Gangjo, who had begun to underestimate them. Despite this defeat, the Goryeo king managed to retain his claim on the six garrison settlements. The Khitans retreated from the peninsula, with no great prize for the war, but they did not give up their hope of gaining the six garrison settlements and making Goryeo pay tribute. However, beginning in the summer of <fact3>1018</fact3>, the Khitans <fact4>constructed a bridge across the Yalu River</fact4>. How many years past since Khitans first invaded Korea to when they built a bridge over the Yalu River?


Answer: According to the passage, Khitans <fact2>first invaded Korea</fact2> in <fact1>993</fact1> and <fact4>built a bridge across the Yalu River</fact4> in <fact3>1018</fact3>. <fact3>1018</fact3> - <fact1>993</fact1> = 25. So the answer is {25}.
",25,True,history_1517_459ec315-291d-4530-8e31-717998430478
history_1092_e44f4ea8-b8b8-4b03-93b3-76456f0dc2cb,pro,"Reformatted Question: On 12 November , a Constituent Assembly was elected. In these elections, 26 mandatory delegates were proposed by the Bolshevik Central Committee and 58 were proposed by the Socialist Revolutionaries. Of these mandatory candidates, only one Bolshevik and seven Socialist Revolutionary delegates were women. The outcome of the election gave the majority to the Socialist Revolutionary Party, which no longer existed as a full party by that time, as the Left SR Party was in coalition with the Bolsheviks. <fact1>The Bolsheviks dissolved the Constituent Assembly in January 1918</fact1>, when it came into conflict with the Soviets. On 16 December 1917 , the government ventured to eliminate hierarchy in the army, removing all titles, ranks, and uniform decorations. The tradition of saluting was also eliminated. On 20 December 1917 , the Cheka was created by the decree of Vladimir Lenin. These were the beginnings of the Bolsheviks' consolidation of power over their political opponents. <fact2>The Red Terror was started in September 1918</fact2>, following a failed assassination attempt on Lenin's life. The Jacobin Terror was an example for the Soviet Bolsheviks. Leon Trotsky had compared Lenin to Maximilien Robespierre as early as 1904. The Decree on Land ratified the actions of the peasants who throughout Russia gained private land and redistributed it among themselves. The Bolsheviks viewed themselves as representing an alliance of workers and peasants and memorialized that understanding with the Hammer and Sickle on the flag and coat of arms of the Soviet Union.Other decrees: How many months before the Red Terror was started did Bolsheviks dissolve the Constituent Assembly?

Answer: The passage states that <fact1>the Bolsheviks dissolved the Constituent Assembly in January 1918</fact1> and that <fact2>the Red Terror started in September 1918</fact2>. From January to September there are 8 months.  Therefore, the answer is {8}.
",8,True,history_1092_e44f4ea8-b8b8-4b03-93b3-76456f0dc2cb
nfl_2077_dee4ae17-51ba-4e39-9e36-3d9dad7102af,pro,"Reformatted Question: Coming off an easy win over the 49ers, the Seahawks flew to INVESCO Field at Mile High for an interconference duel with their former division rival, the Broncos. In the first quarter <fact1>Seattle trailed early</fact1> as QB Kyle Orton made a 13-yard TD pass to WR Eddie Royal, followed in the second quarter by RB Correll Buckhalter getting a 1-yard TD run. Then kicker Matt Prater made a 20-yard field goal to put the Broncos up 17-0. <fact2>In the third quarter Seattle tried to cut the lead</fact2> when QB Matt Hasselbeck completed an 11-yard TD pass to WR Ben Obomanu, but Denver scored with RB Knowshon Moreno getting a 1-yard TD run. In the fourth quarter Seattle fell further behind when Orton found WR Demaryius Thomas on a 21-yard TD pass. Seattle would make the final score of the game when Hasselbeck scrambled 20 yards to the endzone for a touchdown. How many points did the Seahawks score by halftime?

Answer: The question asks how many points the Seahawks scored by halftime.  The passage states that <fact1>Seattle was trailing in the first quarter</fact1>, meaning they hadn't scored.  It then describes how the Broncos continued to score in the first and second quarters, leading 17-0. The passage states that <fact2>Seattle's first score came in the *third* quarter</fact2>. Therefore, by halftime, Seattle had scored 0 points. So the answer is {0}.
",0,True,nfl_2077_dee4ae17-51ba-4e39-9e36-3d9dad7102af
