id,question,model,answer,gt_number,isTrue,extract_answer
history_1811_6c9aa74d-14c8-4247-9088-a001975e03a8,"Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, the purchasing power of social transfers went up by 4.5% and by 7.6% in 1982. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982. How many percentage points did the purchasing power of social transfers increase by from 1981 to 1982?",405B,"Reformatted Question: Old age pensions were raised by 300 francs per month to 1,700 francs for a single person and to 3,700 francs for a couple, while health insurance benefits were made more widely available to unemployed persons and part-time employees. Housing allocations for the low-paid were raised by 25% in 1981, and in the two years following May 1981 family allowances were increased by 44% for families with 3 children and by 81% for families with 2 children. In 1981, <fact1>the purchasing power of social transfers went up by 4.5%</fact1> and <fact2>by 7.6% in 1982</fact2>. In addition, the minimum wage (which affected 1.7 million employees) was increased by 15% in real terms between May 1981 and December 1982. How many percentage points did the purchasing power of social transfers increase by from 1981 to 1982?

Answer: According to the passage, <fact1>the purchasing power of social transfers went up by 4.5% in 1981</fact1> and <fact2>by 7.6% in 1982</fact2>. To find the increase in percentage points, we need to subtract the 1981 percentage from the 1982 percentage. <fact2>7.6%</fact2> - <fact1>4.5%</fact1> = 3.1%. So the answer is {3.1}.",3.1,True,3.1
history_2088_3daad9bd-055b-4c19-a5b2-f360ee1fb638,"Skopje, as the Republic of Macedonia as a whole, is characterised by a large ethnic diversity. The city is located in a region where Ethnic Albanians and Macedonians meet, and it welcomed Romani, Turks, Jews and Serbs throughout its history. Skopje was mainly a Muslim city until the 19th century, when large numbers of Christians started to settle there. According to the 2002 census, Macedonians were the largest ethnic group in Skopje, with 338,358 inhabitants, or 66.75% of the population. Then came Albanians with 103,891 inhabitants (20.49%), Roma people with 23,475 (4.63%), Serbs (14,298 inhabitants), Turks (8,595), Bosniaks (7,585) and Vlachs (2,557). 8,167 people did not belong to any of these groups. How many in percent from the census in Skopje weren't Roma?",405B,"Reformatted Question: Skopje, as the Republic of Macedonia as a whole, is characterised by a large ethnic diversity. The city is located in a region where Ethnic Albanians and Macedonians meet, and it welcomed Romani, Turks, Jews and Serbs throughout its history. Skopje was mainly a Muslim city until the 19th century, when large numbers of Christians started to settle there. According to the 2002 census, <fact1>Macedonians were the largest ethnic group in Skopje, with 338,358 inhabitants, or 66.75% of the population</fact1>. Then came <fact2>Albanians with 103,891 inhabitants (20.49%)</fact2>, <fact3>Roma people with 23,475 (4.63%)</fact3>, <fact4>Serbs (14,298 inhabitants)</fact4>, <fact5>Turks (8,595)</fact5>, <fact6>Bosniaks (7,585)</fact6> and <fact7>Vlachs (2,557)</fact7>. <fact8>8,167 people did not belong to any of these groups</fact8>. How many in percent from the census in Skopje weren't Roma?

Answer: According to the passage, the total percentage of people that weren't Roma is calculated by adding the percentages of <fact1>Macedonians (66.75%)</fact1>, <fact2>Albanians (20.49%)</fact2>, and the percentage representation of <fact4>Serbs</fact4>, <fact5>Turks</fact5>, <fact6>Bosniaks</fact6>, <fact7>Vlachs</fact7>, and <fact8>people that didn't belong to any of these groups</fact8>. However, the passage only provides the number of people for these groups, not their percentage representation. To calculate the percentage representation, we need to know the total number of people in Skopje. We can calculate this by dividing the number of <fact1>Macedonians (338,358)</fact1> by their percentage representation <fact1>(66.75%)</fact1>. total_people = 338,358 / (66.75 / 100) = 507,095. Now we can calculate the percentage representation of the remaining groups: <fact4>Serbs (14,298 / 507,095 * 100 = 2.82%)</fact4>, <fact5>Turks (8,595 / 507,095 * 100 = 1.69%)</fact5>, <fact6>Bosniaks (7,585 / 507,095 * 100 = 1.49%)</fact6>, <fact7>Vlachs (2,557 / 507,095 * 100 = 0.5%)</fact7>, and <fact8>people that didn't belong to any of these groups (8,167 / 507,095 * 100 = 1.61%)</fact8>. The total percentage of people that weren't Roma is then: <fact1>66.75%</fact1> + <fact2>20.49%</fact2> + <fact4>2.82%</fact4> + <fact5>1.69%</fact5> + <fact6>1.49%</fact6> + <fact7>0.5%</fact7> + <fact8>1.61%</fact8> = 95.37%. So the answer is {95.37}.",95.37,True,95.37
history_1237_87ca0aad-2581-4d09-80a4-e383f6edf1e7,"After the War of Independence and truce called in July 1921, representatives of the British government and the Irish treaty delegates, led by Arthur Griffith, Robert Barton and Michael Collins, negotiated the Anglo-Irish Treaty in London from 11 October to 6 December 1921. The Irish delegates set up headquarters at Hans Place in Knightsbridge, and it was here in private discussions that the decision was taken on 5 December to recommend the treaty to Dáil Éireann.The Second Dáil Éireann narrowly ratified the Treaty. In accordance with the treaty, on 6 December 1922 the entire island of Ireland became a self-governing Dominion called the Irish Free State . Under the Constitution of the Irish Free State, the Parliament of Northern Ireland had the option to leave the Irish Free State one month later and return to the United Kingdom. During the intervening period, the powers of the Parliament of the Irish Free State and Executive Council of the Irish Free State did not extend to Northern Ireland. Northern Ireland exercised its right under the treaty to leave the new Dominion and rejoined the United Kingdom on 8 December 1922. It did so by making an address to the King requesting, ""that the powers of the Parliament and Government of the Irish Free State shall no longer extend to Northern Ireland."" The Irish Free State was a constitutional monarchy sharing a monarch with the United Kingdom and other Dominions of the British Commonwealth. The country had a governor-general , a bicameral parliament, a cabinet called the ""Executive Council"", and a prime minister called the President of the Executive Council. How many days before the end of the negotiating of the Anglo-Irish Treaty was a decision taken to recommend the treaty to Dáil Éireann?",405B,"Reformatted Question: After the War of Independence and truce called in July 1921, representatives of the British government and the Irish treaty delegates, led by Arthur Griffith, Robert Barton and Michael Collins, negotiated the <fact1>Anglo-Irish Treaty in London from 11 October to 6 December 1921</fact1>. The Irish delegates set up headquarters at Hans Place in Knightsbridge, and it was here in private discussions that the decision was taken on <fact2>5 December</fact2> to recommend the treaty to Dáil Éireann.The Second Dáil Éireann narrowly ratified the Treaty. In accordance with the treaty, on 6 December 1922 the entire island of Ireland became a self-governing Dominion called the Irish Free State . Under the Constitution of the Irish Free State, the Parliament of Northern Ireland had the option to leave the Irish Free State one month later and return to the United Kingdom. During the intervening period, the powers of the Parliament of the Irish Free State and Executive Council of the Irish Free State did not extend to Northern Ireland. Northern Ireland exercised its right under the treaty to leave the new Dominion and rejoined the United Kingdom on 8 December 1922. It did so by making an address to the King requesting, ""that the powers of the Parliament and Government of the Irish Free State shall no longer extend to Northern Ireland."" The Irish Free State was a constitutional monarchy sharing a monarch with the United Kingdom and other Dominions of the British Commonwealth. The country had a governor-general , a bicameral parliament, a cabinet called the ""Executive Council"", and a prime minister called the President of the Executive Council. How many days before the end of the negotiating of the <fact1>Anglo-Irish Treaty</fact1> was a decision taken to recommend the treaty to Dáil Éireann?

Answer: According to the passage, the <fact1>Anglo-Irish Treaty was negotiated from 11 October to 6 December 1921</fact1> and the decision to recommend the treaty was taken on <fact2>5 December</fact2>. The end of the negotiating of the treaty is <fact1>6 December 1921</fact1>, and the decision was taken on <fact2>5 December</fact2>, which is 1 day before the end of the negotiating of the treaty. So the answer is {1}.",1,True,1.0
history_2642_74bff066-bd5f-4b19-8e8a-01fab0991cb4,"Like most other European countries, Hungary is experiencing sub-replacement fertility; its estimated total fertility rate of 1.43 is well below the replacement rate of 2.1, albeit higher than its nadir of 1.28 in 1999. As a result, its population has gradually declining and rapidly aging. In 2011, the conservative government began a program to increase the birth rate with a focus on ethnic Magyars by reinstating 3 year maternity leave as well as boosting part-time jobs. The birth rate has gradually increased from 1.27 children born/woman in 2011. The natural decrease in the first 10 months of 2016 was only 25,828 which was 8,162 less than the corresponding period in 2015. In 2015, 47.9% of births were to unmarried women. Life expectancy was 71.96 years for men and 79.62 years for women in 2015, growing continuously since the End of Communism in Hungary (1989). In 2015, how many percent of births were to married women?",405B,"Reformatted Question: Like most other European countries, Hungary is experiencing sub-replacement fertility; its estimated total fertility rate of 1.43 is well below the replacement rate of 2.1, albeit higher than its nadir of 1.28 in 1999. As a result, its population has gradually declining and rapidly aging. In 2011, the conservative government began a program to increase the birth rate with a focus on ethnic Magyars by reinstating 3 year maternity leave as well as boosting part-time jobs. The birth rate has gradually increased from 1.27 children born/woman in 2011. The natural decrease in the first 10 months of 2016 was only 25,828 which was 8,162 less than the corresponding period in 2015. In 2015, <fact1>47.9% of births were to unmarried women</fact1>. Life expectancy was 71.96 years for men and 79.62 years for women in 2015, growing continuously since the End of Communism in Hungary (1989). In 2015, how many percent of births were to married women?

Answer: According to the passage, <fact1>47.9% of births were to unmarried women</fact1> in 2015. To find the percentage of births to married women, we subtract this percentage from 100%. 100% - <fact1>47.9%</fact1> = 52.1%. So the answer is {52.1}.",52.1,True,52.1
history_2298_7f3056c5-d276-4b3d-933e-0de7ef9e4edd,"Other instances of napalms use include by France during the First Indochina War (1946-1954), the Algerian War of Independence (1954-1962), the Portuguese Colonial War (1961-1974), the Six-Day War by Israel (1967), in Nigeria (1969), India and Pakistan (1965 and 1971), Egypt (1973), by Morocco during the Western Sahara War (1975-1991), by Argentina (1982), by Iran (1980-88), by Iraq (1980-88, 1991), by Angola during the Angolan Civil War, and Yugoslav Wars (1991-1996). How many wars happened from 1980 to 1988?",405B,"Reformatted Question: Other instances of napalms use include by France during the First Indochina War (1946-1954), the Algerian War of Independence (1954-1962), the Portuguese Colonial War (1961-1974), the Six-Day War by Israel (1967), in Nigeria (1969), India and Pakistan (1965 and 1971), Egypt (1973), by Morocco during the Western Sahara War (1975-1991), by Argentina (1982), by <fact1>Iran (1980-88)</fact1>, by <fact2>Iraq (1980-88, 1991)</fact2>, by Angola during the Angolan Civil War, and Yugoslav Wars (1991-1996). How many wars happened from 1980 to 1988?
Answer: According to the passage, <fact1>Iran was at war from 1980-88</fact1> and <fact2>Iraq was also at war from 1980-88</fact2>. Additionally, Argentina was at war in <fact3>1982</fact3>, which falls within the specified time frame. So the answer is {3}.",3,True,3.0
history_1125_e7de6d9f-1700-4649-b926-5ca6606d0c17,"Another factor in the revolt of 1381 was the conduct of the war with France. In 1337 Edward III of England had pressed his claims to the French throne, beginning a long-running conflict that became known as the Hundred Years' War. Edward had initial successes, but his campaigns were not decisive. Charles V of France became more active in the conflict after 1369, taking advantage of his country's greater economic strength to commence cross-Channel raids on England. By the 1370s, England's armies on the continent were under huge military and financial pressure; the garrisons in Calais and Brest alone, for example, were costing £36,000 a year to maintain, while military expeditions could consume £50,000 in only six months. Edward died in 1377, leaving the throne to his grandson, Richard II, then only ten years old. How many years before Edward III of England had pressed for the French throne until his death?",405B,"Reformatted Question: Another factor in the revolt of 1381 was the conduct of the war with France. In <fact1>1337 Edward III of England had pressed his claims to the French throne</fact1>, beginning a long-running conflict that became known as the Hundred Years' War. Edward had initial successes, but his campaigns were not decisive. Charles V of France became more active in the conflict after 1369, taking advantage of his country's greater economic strength to commence cross-Channel raids on England. By the 1370s, England's armies on the continent were under huge military and financial pressure; the garrisons in Calais and Brest alone, for example, were costing £36,000 a year to maintain, while military expeditions could consume £50,000 in only six months. Edward died in <fact2>1377</fact2>, leaving the throne to his grandson, Richard II, then only ten years old. How many years before Edward III of England had pressed for the French throne until his death?

Answer: According to the passage, <fact1>Edward III of England had pressed his claims to the French throne in 1337</fact1> and <fact2>Edward died in 1377</fact2>. <fact2>1377</fact2> - <fact1>1337</fact1> = 40. So the answer is {40}.",40,True,40.0
history_1665_5473e162-5f44-4d32-bdb4-3ad76b4b0c6a,"In January 1918, Romanian forces established control over Bessarabia as the Russian Army abandoned the province. Although a treaty was signed by the Romanian and Bolshevik Russian governments following talks between 5 and 9 March 1918 on the withdrawal of Romanian forces from Bessarabia within two months, on 27 March 1918 Romania formally attached Bessarabia to its territory, based on a resolution passed by the local assembly of that territory on its unification with Romania. Romania officially made peace with the Central Powers by signing the Treaty of Bucharest on 7 May 1918. Under the treaty, Romania was obliged to end the war with the Central Powers and make small territorial concessions to Austria-Hungary, ceding control of some passes in the Carpathian Mountains, and to grant oil concessions to Germany. In exchange, the Central Powers recognised the sovereignty of Romania over Bessarabia. The treaty was renounced in October 1918 by the Alexandru Marghiloman government, and Romania nominally re-entered the war on 10 November 1918. The next day, the Treaty of Bucharest was nullified by the terms of the Armistice of Compiègne. Total Romanian deaths from 1914 to 1918, military and civilian, within contemporary borders, were estimated at 748,000. How many months after Romanian forces established control over Bessarabia did Romania formally attach Bessarabia?",405B,"Reformatted Question: In January 1918, Romanian forces established control over Bessarabia <fact1>as the Russian Army abandoned the province in January 1918</fact1>. Although a treaty was signed by the Romanian and Bolshevik Russian governments following talks between 5 and 9 March 1918 on the withdrawal of Romanian forces from Bessarabia within two months, on <fact2>27 March 1918</fact2> Romania formally attached Bessarabia to its territory, based on a resolution passed by the local assembly of that territory on its unification with Romania. Romania officially made peace with the Central Powers by signing the Treaty of Bucharest on 7 May 1918. Under the treaty, Romania was obliged to end the war with the Central Powers and make small territorial concessions to Austria-Hungary, ceding control of some passes in the Carpathian Mountains, and to grant oil concessions to Germany. In exchange, the Central Powers recognised the sovereignty of Romania over Bessarabia. The treaty was renounced in October 1918 by the Alexandru Marghiloman government, and Romania nominally re-entered the war on 10 November 1918. The next day, the Treaty of Bucharest was nullified by the terms of the Armistice of Compiègne. Total Romanian deaths from 1914 to 1918, military and civilian, within contemporary borders, were estimated at 748,000. How many months after Romanian forces established control over Bessarabia did Romania formally attach Bessarabia?
Answer: According to the passage, Romanian forces established control over Bessarabia in <fact1>January 1918</fact1> and formally attached Bessarabia on <fact2>27 March 1918</fact2>. Since January to March is 2 months, the answer is {2}.",2,True,2.0
nfl_1361_ea2f7e17-7f38-4f23-9698-1ad14496ce71," Hoping to rebound from their loss to the Titans, the Bills flew to Jacksonville Municipal Stadium for an intraconference duel with the Jacksonville Jaguars. In the 1st quarter Buffalo trailed early as kicker Josh Scobee made a 29-yard field goal. Then the Bills came on top with kicker Rian Lindell hitting a 26 and a 28-yard field goal. The Bills fell behind in the 2nd quarter when RB Maurice Jones-Drew got a 3-yard touchdown run. Then the Bills would score to end the half with Lindell nailing a 22-yard field goal. In the third quarter Buffalo took the lead with QB Ryan Fitzpatrick making a 98-yard touchdown pass to WR Terrell Owens (with a failed 2-point conversion attempt). In the fourth quarter Buffalo fell behind again with QB David Garrard making a 3-yard touchdown pass to WR Mike Sims-Walker (With a successful QB sneak to make the two-point conversion). With the loss, the Bills fell to 3-7 in Perry Fewell's first game as interim head coach. How many more losses than wins did the Bills have after this game?",405B,"Reformatted Question: Hoping to rebound from their loss to the Titans, the Bills flew to Jacksonville Municipal Stadium for an intraconference duel with the Jacksonville Jaguars. In the 1st quarter Buffalo trailed early as kicker Josh Scobee made a 29-yard field goal. Then the Bills came on top with kicker Rian Lindell hitting a 26 and a 28-yard field goal. The Bills fell behind in the 2nd quarter when RB Maurice Jones-Drew got a 3-yard touchdown run. Then the Bills would score to end the half with Lindell nailing a 22-yard field goal. In the third quarter Buffalo took the lead with QB Ryan Fitzpatrick making a 98-yard touchdown pass to WR Terrell Owens (with a failed 2-point conversion attempt). In the fourth quarter Buffalo fell behind again with QB David Garrard making a 3-yard touchdown pass to WR Mike Sims-Walker (With a successful QB sneak to make the two-point conversion). With the loss, the Bills fell to <fact1>3-7</fact1> in Perry Fewell's first game as interim head coach. How many more losses than wins did the Bills have after this game?

Answer: According to the passage, the Bills fell to <fact1>3-7</fact1> after this game. To find the difference between the number of losses and wins, we need to subtract the number of wins from the number of losses. The number of losses is <fact1>7</fact1> and the number of wins is <fact1>3</fact1>. <fact1>7</fact1> - <fact1>3</fact1> = 4. So the answer is {4}.",4,True,4.0
nfl_2191_bc22e45a-cda4-46dd-a1fa-5b982f95417a," Hoping to snap their three-game losing streak, and coming off their bye week, the Broncos traveled to Sun Life Stadium to face the Miami Dolphins, where the Broncos had never won in their franchise history. After a scoreless first quarter, the Dolphins grabbed the lead in the second quarter, with field goals of 38 and 36 yards by kicker Dan Carpenter. After a scoreless third quarter, the Dolphins extended their lead in the fourth quarter, with quarterback Matt Moore throwing a 16-yard touchdown pass to tight end Anthony Fasano (with a failed two-point conversion attempt), followed by a 43-yard field goal by Carpenter, giving Miami a 15-0 lead. However, after each team traded punts, the Broncos staged a rally with just over five minutes remaining, with quarterback Tim Tebow throwing a 5-yard touchdown pass to wide receiver Demaryius Thomas to pull to within 15-7 with 2:44 remaining. After the Broncos recovered an onside kick, they subsequently marched down the field, with Tebow connecting on a 3-yard touchdown pass to tight end Daniel Fells, followed by Tebow scrambling for the two-point conversion to send the game into overtime. On the Dolphins' second possession in overtime, Broncos' linebacker D. J. Williams forced a fumble off Moore, giving the Broncos possession at the Dolphins' 36-yard line. Four plays later, kicker Matt Prater, who had missed two field goals in the first half, nailed the game-winning 52-yard field goal. With the win, the Broncos earned their 400th win in franchise history, their first-ever win at Miami in eight tries, and became the first team in NFL history since the AFL-NFL merger to win a game after trailing by 15 or more points with less than three minutes remaining in the fourth quarter. How many more field goals did Dan Carpenter convert than Matt Prater?",405B,"Reformatted Question: Hoping to snap their three-game losing streak, and coming off their bye week, the Broncos traveled to Sun Life Stadium to face the Miami Dolphins, where the Broncos had never won in their franchise history. After a scoreless first quarter, the Dolphins grabbed the lead in the second quarter, with <fact1>field goals of 38 and 36 yards by kicker Dan Carpenter</fact1>. After a scoreless third quarter, the Dolphins extended their lead in the fourth quarter, with quarterback Matt Moore throwing a 16-yard touchdown pass to tight end Anthony Fasano (with a failed two-point conversion attempt), followed by a <fact2>43-yard field goal by Carpenter</fact2>, giving Miami a 15-0 lead. However, after each team traded punts, the Broncos staged a rally with just over five minutes remaining, with quarterback Tim Tebow throwing a 5-yard touchdown pass to wide receiver Demaryius Thomas to pull to within 15-7 with 2:44 remaining. After the Broncos recovered an onside kick, they subsequently marched down the field, with Tebow connecting on a 3-yard touchdown pass to tight end Daniel Fells, followed by Tebow scrambling for the two-point conversion to send the game into overtime. On the Dolphins' second possession in overtime, Broncos' linebacker D. J. Williams forced a fumble off Moore, giving the Broncos possession at the Dolphins' 36-yard line. Four plays later, kicker Matt Prater, who had <fact3>missed two field goals in the first half</fact3>, nailed the <fact4>game-winning 52-yard field goal</fact4>. With the win, the Broncos earned their 400th win in franchise history, their first-ever win at Miami in eight tries, and became the first team in NFL history since the AFL-NFL merger to win a game after trailing by 15 or more points with less than three minutes remaining in the fourth quarter. How many more field goals did Dan Carpenter convert than Matt Prater?

Answer: According to the passage, Dan Carpenter converted <fact1>2 field goals</fact1> in the second quarter and <fact2>1 field goal</fact2> in the fourth quarter, for a total of 3 field goals. Matt Prater <fact3>missed 2 field goals</fact3> and made <fact4>1 field goal</fact4>, for a total of 1 field goal. 3 - 1 = 2. So the answer is {2}.",2,True,2.0
history_1898_505ee78a-8aa7-489d-b9c9-3fe72ec96d74,"There were 1,882 households of which 21.4% had children under the age of 18 living with them, 36.4% were Marriage living together, 9.7% had a female householder with no husband present, 3.6% had a male householder with no wife present, and 50.4% were non-families. 37.7% of all households were made up of individuals and 13% had someone living alone who was 65 years of age or older. The average household size was 2.20 and the average family size was 2.90. How many more, in percentage, were households were non-families than were Marriage living together?",405B,"Reformatted Question: There were 1,882 households of which 21.4% had children under the age of 18 living with them, <fact1>36.4% were Marriage living together</fact1>, 9.7% had a female householder with no husband present, 3.6% had a male householder with no wife present, and <fact2>50.4% were non-families</fact2>. 37.7% of all households were made up of individuals and 13% had someone living alone who was 65 years of age or older. The average household size was 2.20 and the average family size was 2.90. How many more, in percentage, were households were non-families than were Marriage living together?

Answer: According to the passage, <fact2>50.4% of households were non-families</fact2> and <fact1>36.4% were Marriage living together</fact1>. To find the difference, subtract <fact1>36.4%</fact1> from <fact2>50.4%</fact2>. <fact2>50.4%</fact2> - <fact1>36.4%</fact1> = 14%. So the answer is {14}.",14,True,14.0
nfl_153_c6bce289-1649-47cf-93df-29ebd80d41ed," Trying to snap a six-game losing skid, the Lions returned home for an NFC North rematch the-now 2-time NFC North champion Chicago Bears.  In the first quarter, the Bears struck first with kicker Robbie Gould nailing a 36-yard field goal.  Afterwards, the Lions took the lead with QB Jon Kitna completing a 23-yard TD pass to TE Dan Campbell.  In the second quarter, Chicago bounced back with QB Rex Grossman completing a 13-yard TD pass to WR Bernard Berrian.  Afterwards, RB Adrian Peterson got a 2-yard TD run.  In the third quarter, Detroit retook the lead with Kitna completing a 20-yard TD pass to WR Mike Furrey and a 2-yard TD pass to WR Roy Williams.  However, in the fourth quarter, the inconsistency that continues to plague the Lions showed as the Bears won with Gould getting a 36-yard field goal, a 39-yard field goal, and a 44-yard field goal and on a dropped pass by Mike Williams in the endzone on the last play of the game.  With their seventh-straight loss, the Lions fell to 2-13 as they were swept by their division rivals. How many field goals were over 30 yards?",405B,"Reformatted Question: Trying to snap a six-game losing skid, the Lions returned home for an NFC North rematch the-now 2-time NFC North champion Chicago Bears.  In the first quarter, the Bears struck first with kicker Robbie Gould nailing a <fact1>36-yard field goal</fact1>.  Afterwards, the Lions took the lead with QB Jon Kitna completing a 23-yard TD pass to TE Dan Campbell.  In the second quarter, Chicago bounced back with QB Rex Grossman completing a 13-yard TD pass to WR Bernard Berrian.  Afterwards, RB Adrian Peterson got a 2-yard TD run.  In the third quarter, Detroit retook the lead with Kitna completing a 20-yard TD pass to WR Mike Furrey and a 2-yard TD pass to WR Roy Williams.  However, in the fourth quarter, the inconsistency that continues to plague the Lions showed as the Bears won with Gould getting a <fact2>36-yard field goal</fact2>, a <fact3>39-yard field goal</fact3>, and a <fact4>44-yard field goal</fact4> and on a dropped pass by Mike Williams in the endzone on the last play of the game.  With their seventh-straight loss, the Lions fell to 2-13 as they were swept by their division rivals. How many field goals were over 30 yards?

Answer: According to the passage, there were four field goals: <fact1>36-yard field goal</fact1>, <fact2>36-yard field goal</fact2>, <fact3>39-yard field goal</fact3>, and <fact4>44-yard field goal</fact4>. All of these field goals were over 30 yards. So the answer is {4}.",4,True,4.0
nfl_1240_514f30d2-a26a-4e91-8d21-afbca090ea8c," Coming off their divisional home win over the Rams, the 49ers flew to Texas Stadium for a Week 12 game with the throwback-clad Dallas Cowboys.  In the first quarter, the Niners struck first as kicker Joe Nedney got a 23-yard and a 22-yard field goal.  In the second quarter, the Cowboys took the lead as QB Tony Romo completed a 75-yard TD pass to former 49ers WR Terrell Owens.  Dallas continued its domination as LB Carlos Polk blocked punter Andy Lee's punt into the back of the endzone for a safety.  The Cowboys closed out its period of power as kicker Nick Folk got a 48-yard and a 41-yard field goal, along with Romo completing a 1-yard TD pass to TE Martellus Bennett. In the third quarter, Dallas increased its lead with Romo completing a 10-yard TD pass to WR Patrick Crayton.  San Francisco tried to rally as Nedney got a 35-yard field goal.  In the fourth quarter, the Cowboys answered with Folk getting a 47-yard field goal.  The 49ers tried to come back as QB Shaun Hill completed an 18-yard TD pass to WR Isaac Bruce, but Dallas replied with Folk nailing a 42-yard field goal.  The Niners tried to rally as Hill completed a 9-yard TD pass to RB DeShaun Foster, but that would be as close as San Francisco's comeback would get. How many yards shorter was Joe Nedney's second field goal compared to his first?",405B,"Reformatted Question: Coming off their divisional home win over the Rams, the 49ers flew to Texas Stadium for a Week 12 game with the throwback-clad Dallas Cowboys.  In the first quarter, the Niners struck first as kicker Joe Nedney got a <fact1>23-yard</fact1> and a <fact2>22-yard field goal</fact2>.  In the second quarter, the Cowboys took the lead as QB Tony Romo completed a 75-yard TD pass to former 49ers WR Terrell Owens.  Dallas continued its domination as LB Carlos Polk blocked punter Andy Lee's punt into the back of the endzone for a safety.  The Cowboys closed out its period of power as kicker Nick Folk got a 48-yard and a 41-yard field goal, along with Romo completing a 1-yard TD pass to TE Martellus Bennett. In the third quarter, Dallas increased its lead with Romo completing a 10-yard TD pass to WR Patrick Crayton.  San Francisco tried to rally as Nedney got a 35-yard field goal.  In the fourth quarter, the Cowboys answered with Folk getting a 47-yard field goal.  The 49ers tried to come back as QB Shaun Hill completed an 18-yard TD pass to WR Isaac Bruce, but Dallas replied with Folk nailing a 42-yard field goal.  The Niners tried to rally as Hill completed a 9-yard TD pass to RB DeShaun Foster, but that would be as close as San Francisco's comeback would get. How many yards shorter was Joe Nedney's second field goal compared to his first?

Answer: According to the passage, Joe Nedney's first field goal was <fact1>23 yards</fact1> and his second field goal was <fact2>22 yards</fact2>. To find the difference, we subtract the second field goal from the first: <fact1>23</fact1> - <fact2>22</fact2> = 1. So the answer is {1}.",1,True,1.0
history_1748_7167e544-08eb-4aa3-a570-e51759d67f53,"According to the 2014 census, 1,144,428 residents or 38,2% live in cities while 1,853,807 are rural residents. The largest cities under the control of the constitutional authorities are Chişinău with 644,204 (with 590,631 actual urban dwellers) and Bălţi with 102,457 (97,930 urban dwellers). The autonomous territorial unit of Gagauzia has 134,535, out of which 48,666 or 36,2% are urban dwellers. Ungheni is the third largest city with 32,828, followed by Cahul with 28,763, Soroca with 22,196 and Orhei with 21,065. How many more people are in Chişinău compared to Soroca and Orhei combined?",405B,"Reformatted Question: According to the 2014 census, 1,144,428 residents or 38,2% live in cities while 1,853,807 are rural residents. The largest cities under the control of the constitutional authorities are <fact1>Chişinău with 644,204</fact1> (with 590,631 actual urban dwellers) and Bălţi with 102,457 (97,930 urban dwellers). The autonomous territorial unit of Gagauzia has 134,535, out of which 48,666 or 36,2% are urban dwellers. Ungheni is the third largest city with 32,828, followed by Cahul with 28,763, <fact2>Soroca with 22,196</fact2> and <fact3>Orhei with 21,065</fact3>. How many more people are in Chişinău compared to Soroca and Orhei combined?

Answer: According to the passage, <fact1>Chişinău has 644,204 residents</fact1>, <fact2>Soroca has 22,196 residents</fact2>, and <fact3>Orhei has 21,065 residents</fact3>. To find the difference, we need to subtract the combined population of Soroca and Orhei from the population of Chişinău. The combined population of Soroca and Orhei is <fact2>22,196</fact2> + <fact3>21,065</fact3> = 43,261. Now, subtract this from the population of Chişinău: <fact1>644,204</fact1> - 43,261 = 600,943. So the answer is {600,943}.",600943,True,600943.0
