id,question,gt,isTrue,isTagged,dataset,unique_id
nfl_1962_20fc3177-88af-4460-b053-dee560576d16,"Reformatted Question: Coming off their home win over the Vikings, the Saints flew to Candlestick Park for a Week 2 Monday Night duel with the San Francisco 49ers.  New Orleans would deliver the opening punch in the first quarter as 49ers center David Baas' high snap deep within San Francisco territory went out of the back of the endzone for a safety.  The Saints would add onto their lead as quarterback Drew Brees hooked up with running back Reggie Bush on a <fact1>6-yard touchdown pass</fact1>.  The 49ers would answer in the second quarter as quarterback Alex Smith found running back Frank Gore on a <fact2>12-yard touchdown pass</fact2>. San Francisco would take the lead with running back Anthony Dixon's <fact3>2-yard touchdown run</fact3>, yet New Orleans would respond with Brees' <fact4>3-yard touchdown pass</fact4> to tight end David Thomas.  The Saints would add onto their lead in the fourth quarter as kicker Garrett Hartley made a 46-yard and a 19-yard field goal.  The 49ers would strike back as Gore got a <fact5>7-yard touchdown run</fact5>, followed by Smith's 2-point conversion pass to tight end Vernon Davis.  In the end, New Orleans got the last laugh as Hartley booted the game-ending 37-yard field goal. How many more touchdown passes were there compared with touchdown runs?

Answer: According to the passage, there were <fact1>4 touchdown passes</fact1> (<fact1>6-yard touchdown pass</fact1>, <fact2>12-yard touchdown pass</fact2>, and <fact4>3-yard touchdown pass</fact4> and 2-point conversion pass) and <fact2>2 touchdown runs</fact2> (<fact3>2-yard touchdown run</fact3> and <fact5>7-yard touchdown run</fact5>). <fact1>4</fact1> - <fact2>2</fact2> = 2. So the answer is {2}.",1.0,0,1,DROP,nfl_1962_20fc3177-88af-4460-b053-dee560576d16
history_1408_7b6e7625-a8ba-4cde-8496-1f6c222b2bc9,"Reformatted Question: From <fact1>1623 to 1624</fact1> the Dutch had been at war over the Pescadores, and in 1633 clashed with a fleet led by Zheng Zhilong in the Battle of Liaoluo Bay, ending in another Dutch defeat. By 1632 the Dutch had established a post on a peninsula named Tayoan , which was separated from the main part of Formosa by a shallow lagoon historically referred to as the Taikang inland sea . The Dutch fortifications consisted of two forts along the bay: the first and main fortification was the multiple-walled Fort Zeelandia, situated at the entrance to the bay, while the second was the smaller Fort Provintia, a walled administrative office. Frederick Coyett, the governor of Taiwan for the Dutch East India Company, was stationed in Fort Zeelandia with 1,800 men, while his subordinate, Valentyn, was in charge of Fort Provintia and its garrison of 500 men. In 1659, after an unsuccessful attempt to capture Nanjing, Koxinga, son of Zheng Zhilong and leader of the Ming loyalist remnants, felt that the Qing Empire had consolidated their position in China sufficiently, while his troops needed more supplies and manpower. He began searching for a suitable location as his base of operations, and soon a Chinese man named He Bin , who was working for the Dutch East India Company in Formosa , fled to Koxinga's base in Xiamen and provided him with a map of Taiwan. How many years were the Dutch at war over the Pescadores?
Answer: According to the passage, the Dutch were at war over the Pescadores from <fact1>1623 to 1624</fact1>. <fact1>1624</fact1> - <fact1>1623</fact1> = 1. So the answer is {1}.",2.0,0,1,DROP,history_1408_7b6e7625-a8ba-4cde-8496-1f6c222b2bc9
history_115_414253a7-15cf-44aa-b205-045c39299d95,"Reformatted Question: Air temperature is stable over the year at 26 °C in February and 27 °C in August. Precipitation is as high as 3,000 mm/year and mostly occurs in summer. Sea currents are south-easterly and easterly in winter and south-westerly and westerly in summer. The average surface water temperature is <fact1>26-28 °C in February</fact1> and <fact2>29 °C in May</fact2>. The water temperature is constant at 4.8 °C at the depths of 1,600 m and below. Salinity is 31.5-32.5‰  in summer and 30.0-33.0‰ in winter in the southern part. In the northern part, it decreases to 20-25‰ due to the inflow of fresh water from the Irrawaddy River. Tides are semidiurnal  with an amplitude of up to 7.2 meters. At it's lowest average surface temperature in February, how many degrees C warmer is it in May?

Answer: According to the passage, <fact1>the lowest average surface temperature in February is 26 °C</fact1> and <fact2>the average surface temperature in May is 29 °C</fact2>. <fact2>29 °C</fact2> - <fact1>26 °C</fact1> = 3. So the answer is {3}.",3.0,1,1,DROP,history_115_414253a7-15cf-44aa-b205-045c39299d95
nfl_1222_35c2174f-2eb4-45eb-9658-c6ebbc99ea7b,"Reformatted Question: Hoping to rebound from their road loss to the Bills, the Chargers flew to Wembley Stadium for the 2008 International Series game with the New Orleans Saints. In the first quarter, San Diego trailed early as kicker <fact1>Taylor Mehlhaff got a 23-yard field goal</fact1>.  The 'Bolts would respond with kicker <fact2>Nate Kaeding getting a 33-yard field goal</fact2>.  In the second quarter, New Orleans regained the lead as QB Drew Brees (a former Charger) completed a 12-yard TD pass to WR Devery Henderson (with a failed PAT) and RB Deuce McAllister getting a 1-yard TD run.  San Diego answered as QB Philip Rivers completed a 12-yard TD pass to RB LaDainian Tomlinson, but the Saints replied with Brees completing a 30-yard TD pass to WR Lance Moore.  The Chargers closed out the half with Rivers completing a 12-yard TD pass to TE Antonio Gates. In the third quarter, New Orleans increased its lead Brees completing a 1-yard TD pass to TE Mark Campbell, after a very controversial Pass interference call on cornerback Cletis Gordon put the Saints on the 1-yard line.  The 'Bolts would answer with <fact3>Kaeding getting a 24-yard field goal</fact3>.  In the fourth quarter, the Saints continued to build its lead as FB Mike Karney got a 1-yard TD run.  San Diego tried to rally as <fact4>Kaeding nailed a 31-yard field goal</fact4>, Rivers completed a 14-yard TD pass to WR Vincent Jackson, and Brees giving the 'Bolts a safety via an incomplete pass thrown into the back of his own endzone.  However, New Orleans' defense stiffened for the win. With the loss, the Chargers went into their bye week at 3-5. How many yards longer was Kaeding's longest field goal than Mehlhaff's longest field goal?

Answer: According to the passage, <fact1>Mehlhaff's longest field goal was 23 yards</fact1>, and <fact2>Kaeding had a 33-yard field goal</fact2> and also <fact4>a 31-yard field goal</fact4>. Since 33 is greater than 31, <fact2>Kaeding's longest field goal was 33 yards</fact2>. <fact2>33</fact2> - <fact1>23</fact1> = 10. So the answer is {10}.",10.0,1,1,DROP,nfl_1222_35c2174f-2eb4-45eb-9658-c6ebbc99ea7b
history_1708_a20c5d22-4168-420b-8b4e-d634cdb3b468,"Reformatted Question: In 1905, 1,003 Korean immigrants, which included <fact1>802 men</fact1> and <fact2>231 women and children</fact2>, departed from the port of Chemulpo, Incheon aboard the ship Ilford to Salina Cruz, Oaxaca, Mexico. The journey took 45 days, after which they took a train to Coatzacoalcos, Veracruz. In the Veracruz port, another boat was taken to the port of Progreso with the final destination being the capital city of Mérida, Yucatan. They arrived in May 1905, with previously signed contracts for four years' work as indentured laborers on the Yucatán henequen haciendas. Many of these Koreans were distributed throughout the Yucatán in 32 henequen haciendas. The town of Motul, Yucatan, located in the heart of the henequen zone, was a destination for many of the Korean immigrants. Subsequently, in 1909, at the end of their contracts, they began a new stage in which they scattered even further  Thus, the majority of those who came were single men who made or remade their family lives with Yucatecan especially Maya women. While Korean girls were much more subject to marriages arranged by Korean parents, males had greater freedom when it came to making a family. This rapid intermarriage by Koreans, coupled with geographic dispersal, prevented the establishment of close social networks among these migrants and therefore provided the basis for Korean descendants among the Yucatan Peninsula. After that 1905 ship, no further entries of Koreans into Mexico were recorded, until many years later, leading to a new community of Koreans with completely different characteristics from those who entered in 1905. These descendants have started the Museo Conmemorativo de la Inmigración Coreana a Yucatán, a museum for the remembrance of their ancestors journey. How many more men were there than women and children who departed from the port of Chemulpo, Incheon aboard the ship Ilford to Salina Cruz, Oaxaca, Mexico?
Answer: According to the passage, <fact1>there were 802 men</fact1> and <fact2>231 women and children</fact2>. To find the difference, we need to subtract the number of women and children from the number of men. <fact1>802</fact1> - <fact2>231</fact2> = 571. So the answer is {571}.",571.0,1,1,DROP,history_1708_a20c5d22-4168-420b-8b4e-d634cdb3b468
history_1237_85ef7d66-ce05-44db-9405-08cf211f95cf,"Reformatted Question: After the War of Independence and truce called in July 1921, representatives of the British government and the Irish treaty delegates, led by Arthur Griffith, Robert Barton and Michael Collins, negotiated the <fact1>Anglo-Irish Treaty in London from 11 October to 6 December 1921</fact1>. The Irish delegates set up headquarters at Hans Place in Knightsbridge, and it was here in private discussions that the decision was taken on 5 December to recommend the treaty to Dáil Éireann.The Second Dáil Éireann narrowly ratified the Treaty. In accordance with the treaty, on <fact2>6 December 1922</fact2> the entire island of Ireland became a self-governing Dominion called the Irish Free State . Under the Constitution of the Irish Free State, the Parliament of Northern Ireland had the option to leave the Irish Free State one month later and return to the United Kingdom. During the intervening period, the powers of the Parliament of the Irish Free State and Executive Council of the Irish Free State did not extend to Northern Ireland. Northern Ireland exercised its right under the treaty to leave the new Dominion and rejoined the United Kingdom on 8 December 1922. It did so by making an address to the King requesting, ""that the powers of the Parliament and Government of the Irish Free State shall no longer extend to Northern Ireland."" The Irish Free State was a constitutional monarchy sharing a monarch with the United Kingdom and other Dominions of the British Commonwealth. The country had a governor-general , a bicameral parliament, a cabinet called the ""Executive Council"", and a prime minister called the President of the Executive Council. How many days after the negotiating of the Anglo-Irish Treaty did the entire island of Ireland become the Irish Free State?

Answer: According to the passage, the <fact1>Anglo-Irish Treaty was negotiated from 11 October to 6 December 1921</fact1>, and the entire island of Ireland became the Irish Free State on <fact2>6 December 1922</fact2>. To find the number of days, we need to calculate the difference between <fact2>6 December 1922</fact2> and <fact1>6 December 1921</fact1>. <fact2>6 December 1922</fact2> - <fact1>6 December 1921</fact1> = 365 days. So the answer is {365}.",365.0,1,1,DROP,history_1237_85ef7d66-ce05-44db-9405-08cf211f95cf
history_1731_129e212a-a305-48e3-8438-c8cc52c88cf8,"Reformatted Question: In 2010, 47.3 million people who lived in the EU were born outside their resident country. This corresponds to 9.4% of the total EU population. Of these, 31.4 million (6.3%) were born outside the EU and 16.0 million (3.2%) were born in another EU member state. The largest absolute numbers of people born outside the EU were in <fact1>Germany (6.4 million)</fact1>, <fact2>France (5.1 million)</fact2>, <fact3>the United Kingdom (4.7 million)</fact3>, <fact4>Spain (4.1 million)</fact4>, <fact5>Italy (3.2 million)</fact5>, and <fact6>the Netherlands (1.4 million)</fact6>. How many more millions of people living in the EU were born in Germany than in Italy?

Answer: According to the passage, <fact1>6.4 million people were born in Germany</fact1> and <fact5>3.2 million people were born in Italy</fact5>. <fact1>6.4 million</fact1> - <fact5>3.2 million</fact5> = 3.2 million. So the answer is {3.2}.",3.2,1,1,DROP,history_1731_129e212a-a305-48e3-8438-c8cc52c88cf8
nfl_2269_751d3b8d-7994-4497-95ca-9a27ab58af68,"Reformatted Question: The Giants again found themselves trailing the winless Dolphins entering the <fact1>fourth quarter</fact1>. New York was down <fact2>17-10</fact2> behind two rushing touchdowns, one by wildcat quarterback Steve Slaton and the other by starter Matt Moore, and a Dan Carpenter field goal. Lawrence Tynes recorded a field goal of his own while Eli Manning threw a touchdown to Mario Manningham in the second quarter. After Tynes recorded his second field goal in the <fact1>fourth</fact1>, Manning found Victor Cruz for a 25-yard touchdown with 2:30 left to give the Giants the victory. Cruz recorded 99 yards on seven receptions while Manning threw for 349 yards and two touchdowns. Reggie Bush led all runners with 103 yards and Moore threw for 138 and an interception. How many points were the Giants behind the Dolphins at the start of the <fact1>4th quarter</fact1>?

Answer: According to the passage, at the start of the <fact1>fourth quarter</fact1>, the Giants were down <fact2>17-10</fact2> to the Dolphins. To find the difference, we need to subtract the Giants' score from the Dolphins' score. <fact2>17</fact2> - <fact2>10</fact2> = 7. So the answer is {7}.",7.0,1,1,DROP,nfl_2269_751d3b8d-7994-4497-95ca-9a27ab58af68
history_2380_a86c1cca-3af3-41e9-bffc-4a9fe8d9bb19,"Reformatted Question: Baltimore managed to beat the Jets <fact1>10-9</fact1> on the 2010 opener, but then lost a poorly-played game against Cincinnati the following week. The Ravens rebounded against the other two division teams, beating Cleveland 24-17 in Week 3 and then Pittsburgh 17-14 in Week 4. The Ravens scored a fine win (<fact2>31-17</fact2>) at home against Denver in Week 5. After an overtime loss to New England, they narrowly avoided losing at home to the winless Bills. Next, the Ravens hosted Miami and won 26-10, breaking that teams 4-0 road streak. On Thursday Night, the team headed to Atlanta and lost 26-21 in a game that had some criticizing the officiating. The Ravens finished the season 12-4, second in the division due to a tiebreaker with Pittsburgh, and earning a wild card spot. Baltimore headed to Kansas City and crushed the unprepared Chiefs 30-7, but once again were knocked from the playoffs by Pittsburgh in a hard-fought battle. How many more points did the Ravens win by against Denver compared to their win against the Jets?

Answer: According to the passage, the Ravens won by <fact2>14 points against Denver (31-17)</fact2> and <fact1>1 point against the Jets (10-9)</fact1>. <fact2>14</fact2> - <fact1>1</fact1> = 13. So the answer is {13}.",13.0,1,1,DROP,history_2380_a86c1cca-3af3-41e9-bffc-4a9fe8d9bb19
history_1853_f5e1c2fb-22ec-4fcf-8c67-55ab538039ea,"Reformatted Question: With the end of the ""crack epidemic"" in the mid-1990s and with the initiation of aggressive policing under mayors David Dinkins and subsequently  Rudolph Giuliani, crime in Harlem plummeted. In <fact1>1981, 6,500 robberies were reported in Harlem</fact1>; robberies dropped to 4,800 in 1990 during David Dinkins mayoralty. By 2000, only 1,700 robberies were reported, and by <fact2>2010, only 1,100 were reported</fact2>. There have been similar changes in all categories of crimes tracked by the New York City Police Department. In the 32nd Precinct, which services Central Harlem above 127th Street, for example, between 1990 and 2013, the murder rate dropped 89.4%, the rape rate dropped 67.5%, the robbery rate dropped 74.2%, burglary dropped 93.4%, and the total number of crime complaints dropped 77.6%. How many more robberies were there in 1981 compared to 2010?

Answer: According to the passage, <fact1>6,500 robberies were reported in 1981</fact1> and <fact2>1,100 were reported in 2010</fact2>. <fact1>6,500</fact1> - <fact2>1,100</fact2> = 5,400. So the answer is {5,400}.",5400.0,1,1,DROP,history_1853_f5e1c2fb-22ec-4fcf-8c67-55ab538039ea
history_107_3ca4effd-18f9-48fe-8645-fd07301676f0,"Reformatted Question: Knopf was founded in <fact1>1915</fact1> by Alfred A. Knopf Sr. along with Blanche Knopf, on a $5,000 advance from his father, Samuel Knopf. The first office was located in New York's Candler Building. The publishing house was officially incorporated in 1918, with Alfred Knopf as president, Blanche Knopf as vice-president, and Samuel Knopf as treasurer. From the start, Knopf focused on European translations and high-brow works of literature. Among their initial publications were French author Émile Augier's Four Plays, Russian writer Nikolai Gogol's Taras Bulba, Polish novelist Stanisław Przybyszewski's novel Homo Sapiens, and French writer Guy de Maupassant's Yvette, a novelette, and Ten Other Stories. During World War I these books were cheap to obtain and helped establish Knopf as an American firm publishing European works. Their first bestseller was a new edition of Green Mansions, a novel by W. H. Hudson which went through nine printings by 1919 and sold over 20,000 copies. Their first original American novel, The Three Black Pennys by Joseph Hergesheimer, was published in <fact2>1917</fact2>. The book Three Black Pennys was published how many years after Knopf was founded?
Answer: According to the passage, <fact1>Knopf was founded in 1915</fact1> and <fact2>The Three Black Pennys was published in 1917</fact2>. <fact2>1917</fact2> - <fact1>1915</fact1> = 2. So the answer is {2}.",2.0,1,1,DROP,history_107_3ca4effd-18f9-48fe-8645-fd07301676f0
history_254_3896aca7-5cf9-4c8d-913e-c0f6f629932a,"Reformatted Question: In 1997, Russia and Ukraine signed the Partition Treaty, establishing two independent national fleets and dividing armaments and bases between them. Ukraine also agreed to lease major parts of its facilities to the Russian Black Sea Fleet until <fact1>2017</fact1>. However, the treaty appeared to be far from perfect: permanent tensions on the lease details  control continued. The Fleet's main base is still situated in the Crimean port city of Sevastopol. In 2009 the Yushchenko Ukrainian government declared that the lease would not be extended and that the fleet would have to leave Sevastopol by <fact1>2017</fact1>.  In 2010 the Russian leasehold was renegotiated with an extension until <fact2>2042</fact2> and an option for an additional five years until 2047. For how many years from the original deadline was the lease extended?

Answer: According to the passage, the original deadline was <fact1>2017</fact1> and the lease was extended until <fact2>2042</fact2>. To find the number of years the lease was extended, we need to subtract the original deadline from the new deadline: <fact2>2042</fact2> - <fact1>2017</fact1> = 25. So the answer is {25}.",25.0,1,1,DROP,history_254_3896aca7-5cf9-4c8d-913e-c0f6f629932a
history_1019_e38a3a71-b665-49bf-9007-5fb6c9a78d4b,"Reformatted Question: Although it failed to dislodge the Burmese from Kengtung and Sipsongpanna at the beginning of the century , Siam never gave up its claims on these lands. They tested the waters in <fact1>1849, by raiding as far north as Kengtung</fact1>. But when the Second Anglo-Burmese War started, the Siamese viewed it as their opportunity to take over the trans-Salween states. In late 1852, a large infantry and elephant force marched from Chiang Mai and launched a two-pronged invasion of Kengtung. Burma could respond only after the new king Mindon had seized power in February 1853. Because he was still concerned about the British threat, Mindon could only send several thousand infantry troops from the Mone  garrison to relieve the Siamese siege of Kengtung. With the troops by Kenghung sawbwa, the Burmese eventually drove out the Siamese but only after heavy loss of life. In 1854, the largest Siamese invasion force, consisted of Laotian levies, tried once more. But this time, with the British front quiet, the Burmese were ready. Mindon had deployed a larger, well-equipped army . The Siamese forces again reached Kengtung but could not break through. The Siamese forces withdrew to the border in <fact2>May 1855</fact2>. How many years passed between the raiding of Kengtung and the Siamese forces withdrawing to the border?

Answer: According to the passage, the raiding of Kengtung occurred in <fact1>1849</fact1> and the Siamese forces withdrew to the border in <fact2>May 1855</fact2>. <fact2>1855</fact2> - <fact1>1849</fact1> = 6. So the answer is {6}.",6.0,1,1,DROP,history_1019_e38a3a71-b665-49bf-9007-5fb6c9a78d4b
history_1250_09caacad-a7ac-45c9-97de-77953711feb5,"Reformatted Question: Armenia gave way to communist power in late <fact1>1920</fact1>. The Soviet 11th Red Army's invasion of the First Republic of Armenia started on the 29th of November <fact1>1920</fact1>. The actual transfer of power took place on December 2 in Yerevan, when the Armenian leadership approved an ultimatum presented to it by the Soviet plenipotentiary Boris Legran. Armenia agreed to join the Soviet sphere, while Soviet Russia agreed to protect its remaining territory from the advancing Turkish army. The Soviets also pledged to take steps to rebuild the army, to protect the Armenians and not to persecute non-communists, although the final condition of this pledge was reneged when the Dashnaks were forced out of the country. The Soviet Government proposed the annexation of the Nagorno-Karabagh and Syunik regions of Armenia to Soviet Azerbaijan. This step was strongly rejected by Garegin Nzhdeh, who declared Syunik as a self-governing region on December 25, <fact1>1920</fact1>. In <fact2>January 1921</fact2> Drastamat Kanayan sent a telegram to Njdeh, suggesting allowing the sovietisation of Syunik, through which they could gain the support of the Bolshevik government in solving the problems of the Armenian lands. Njdeh again proved himself as a long-sighted politician, he did not depart from Syunik and continued his struggle against the Red Army and Soviet Azerbaijan. How many years passed from when Armenia gave way to communist power to when Drastamat Kanayan sent a telegram to Njdeh?

Answer: According to the passage, Armenia gave way to communist power in late <fact1>1920</fact1> and Drastamat Kanayan sent a telegram to Njdeh in <fact2>January 1921</fact2>. <fact2>1921</fact2> - <fact1>1920</fact1> = 1. So the answer is {1}.",1.0,1,1,DROP,history_1250_09caacad-a7ac-45c9-97de-77953711feb5
history_1450_8be3e663-e0a6-41c6-9f2b-55f9a60bc54d,"Reformatted Question: The Guatemalan authorities were unaware of ongoing contacts between the colonial authorities in Yucatán and the Itza. In the second half of 1695 President Barrios began planning another expedition against the Itza from Verapaz, following harsh criticism of Juan Díaz de Velasco's retreat from near Lake Petén Itzá in April of that year. Barrios died in November, and oidor José de Escals became acting head of the Guatemalan colonial administration. He appointed oidor Bartolomé de Amésqueta to lead the next expedition against the Itza. Amésqueta marched his men through torrential rain from Cahabón to Mopán, arriving on 25 February 1696; the Guatemalans were still unaware of the clashes between García's forces and the Itza. Amésqueta's expedition was suffering from shortages of native labour and supplies. <fact1>Twenty-five of his 150 men were sick</fact1>, and his advance stalled as the force rested up at Mopán. Captain Díaz de Velasco volunteered to lead a party of 25 men ahead to the lake; he was accompanied by Dominican friars Cristóbal de Prada and Jacinto de Vargas. He was also accompanied by AjK'ixaw, the Itza nobleman who had been taken prisoner on Díaz's previous expedition, who served as a trusted guide, scout and translator. They set out from Mopán on 7 March and left some sick soldiers with some supplies after five days, they then caught up with an advance party of roadbuilders and their military escort at Río Chakal. The two forces combined, giving Díaz a force of 49 soldiers and 34 porters and archers from Verapaz. Once they arrived at IxB'ol, near the shore of Lake Petén Itzá, AjK'ixaw was sent ahead as an emissary to Nojpetén. How many men of the <fact1>twenty-five of his 150 men that were sick</fact1> are still healthy?
Answer: According to the passage, <fact1>25 men out of 150 were sick</fact1>. So, the number of healthy men is <fact2>150</fact2> - <fact1>25</fact1> = 125. So the answer is {125}.",125.0,1,1,DROP,history_1450_8be3e663-e0a6-41c6-9f2b-55f9a60bc54d
history_2412_20bce397-9176-4d2b-8c22-35d85541e054,"Reformatted Question: Centered on Post Oak Boulevard and Westheimer Road, the Uptown Houston boomed during the 1970s and early 1980s when a collection of midrise office buildings, hotels, and retail developments appeared along Interstate 610 West. Uptown became one of the most prominent instances of an edge city. The tallest building in Uptown is the 64-floor, -tall, Philip Johnson and John Burgee designed landmark Williams Tower (known as the Transco Tower until 1999). At the time of construction, it was believed to be the worlds tallest skyscraper outside a central business district. The new 20-story Skanska building and BBVA Compass Plaza are the newest office buildings built in Uptown after 30 years. The Uptown District is also home to buildings designed by noted architects I. M. Pei, César Pelli, and Philip Johnson. In the late 1990s and early 2000s, a mini-boom of midrise and highrise Tower block construction occurred, with several over 30 stories tall. Since <fact1>2000</fact1> more than <fact2>30 high-rise buildings</fact2> have gone up in Houston; all told, <fact3>72 high-rises</fact3> tower over the city, which adds up to about 8,300 units. In 2002, Uptown had more than 23 million square feet (2,100,000 m²) of office space with 16 million square feet (1,500,000 m²) of class A office space. How many of the <fact3>72 high-rises</fact3> in the city were built after <fact1>2000</fact1>?

Answer: According to the passage, since <fact1>2000</fact1>, more than <fact2>30 high-rise buildings</fact2> have gone up in Houston, and there are a total of <fact3>72 high-rises</fact3> in the city. So the answer is {30}.",30.0,1,1,DROP,history_2412_20bce397-9176-4d2b-8c22-35d85541e054
nfl_1672_9036cb63-c2b1-4a43-acf2-ee2208181f29,"Reformatted Question: The Titans began their season at Heinz Field for the annual kickoff game against the defending Super Bowl champions, the Pittsburgh Steelers.  After a scoreless first quarter, Tennessee trailed near the end of the second quarter as Steelers quarterback Ben Roethlisberger completed a <fact1>34-yard touchdown pass</fact1> to wide receiver Santonio Holmes.  Afterwards, the Titans would tie the game as quarterback Kerry Collins completed a 16-yard touchdown pass to wide receiver Justin Gage. After a scoreless third quarter, Tennessee took the lead as kicker Rob Bironas got a 45-yard field goal, while Pittsburgh kicker Jeff Reed made a 32-yard field goal to tie the game.  In overtime, the Steelers got the win as Reed nailed a game-winning 33-yard field goal. With the loss, the Titans started the season out at 0-1. How many yards was Roethlisberger's touchdown pass?

Answer: According to the passage, Roethlisberger completed a <fact1>34-yard touchdown pass</fact1>. So the answer is {34}.",34.0,1,1,DROP,nfl_1672_9036cb63-c2b1-4a43-acf2-ee2208181f29
nfl_1361_575d2d43-acaf-404f-86da-ff50e0d9d968,"Reformatted Question: Hoping to rebound from their loss to the Titans, the Bills flew to Jacksonville Municipal Stadium for an intraconference duel with the Jacksonville Jaguars. In the 1st quarter Buffalo trailed early as kicker Josh Scobee made a 29-yard field goal. Then the Bills came on top with kicker Rian Lindell hitting a 26 and a 28-yard field goal. The Bills fell behind in the 2nd quarter when RB <fact1>Maurice Jones-Drew got a 3-yard touchdown run</fact1>. Then the Bills would score to end the half with Lindell nailing a 22-yard field goal. In the third quarter Buffalo took the lead with QB Ryan Fitzpatrick making a 98-yard touchdown pass to WR Terrell Owens (with a failed 2-point conversion attempt). In the fourth quarter Buffalo fell behind again with QB David Garrard making a <fact2>3-yard touchdown pass to WR Mike Sims-Walker</fact2> (With a successful QB sneak to make the two-point conversion). With the loss, the Bills fell to 3-7 in Perry Fewell's first game as interim head coach. How many touchdowns of 3-yards were scored?

Answer: According to the passage, there were two 3-yard touchdowns: <fact1>Maurice Jones-Drew's 3-yard touchdown run</fact1> and <fact2>David Garrard's 3-yard touchdown pass to WR Mike Sims-Walker</fact2>. So the answer is {2}.",2.0,1,1,DROP,nfl_1361_575d2d43-acaf-404f-86da-ff50e0d9d968
nfl_1670_e3aa621b-9f06-4e8a-8981-39dcf0b59ab2,"Reformatted Question: Coming off their home loss to the Jets, the Bucs flew to Qwest Field for a week 15 duel against the Seattle Seahawks.  After a scoreless first quarter, Seattle got on the board first with QB Matt Hasselbeck's  29-yard pass to tight end John Carlson.  The Bucs got on the board with Connor Barth's 28-yard field goal to end the first half. In the third quarter, Tampa Bay took the lead after a <fact1>45-yard field goal</fact1> and a <fact2>22-yard touchdown pass</fact2> by QB Josh Freeman to running back Cadillac Williams, set up by a Tanard Jackson interception.  The Buccaneers further extended their lead with a 28-yard pass to running back Derrick Ward, with a successful two-point conversion.  In the fourth quarter, Barth kicked another field goal for 39 yards.  Seattle tried to rally, but Hasselbeck threw an interception (his fourth) in the end zone to cornerback Elbert Mack for a touchback. With the win, the Buccaneers improved to 2-12.  Not only was it their first road win since November 23, 2008, it also marked their first win on the west coast since winning Super Bowl XXXVII in San Diego and their first win in Seattle since 1999. How many yards difference was there between Josh Freeman's field goal and touchdown pass?
Answer: According to the passage, Josh Freeman had a <fact1>45-yard field goal</fact1> and a <fact2>22-yard touchdown pass</fact2>. <fact1>45</fact1> - <fact2>22</fact2> = 23. So the answer is {23}.",23.0,1,1,DROP,nfl_1670_e3aa621b-9f06-4e8a-8981-39dcf0b59ab2
nfl_1184_17bdcfb1-8ad9-46b5-8a3b-1f9769dfd60a,"Reformatted Question: Hoping to rebound from their loss to the Patriots, the Raiders stayed at home for a Week 16 duel with the Houston Texans.  Oakland would get the early lead in the first quarter as quarterback JaMarcus Russell completed a 20-yard touchdown pass to rookie wide receiver Chaz Schilens.  The Texans would respond with fullback Vonta Leach getting a 1-yard touchdown run, yet the Raiders would answer with kicker Sebastian Janikowski getting a <fact1>33-yard</fact1> and a <fact2>30-yard field goal</fact2>.  Houston would tie the game in the second quarter with kicker Kris Brown getting a 53-yard and a 24-yard field goal. Oakland would take the lead in the third quarter with wide receiver Johnnie Lee Higgins catching a 29-yard touchdown pass from Russell, followed up by an 80-yard punt return for a touchdown.  The Texans tried to rally in the fourth quarter as Brown nailed a 40-yard field goal, yet the Raiders' defense would shut down any possible attempt. How many yards difference is there between Sebastian Janikowski's longest field goal and his shortest field goal?
Answer: According to the passage, <fact1>Sebastian Janikowski's longest field goal was 33 yards</fact1> and <fact2>his shortest field goal was 30 yards</fact2>. <fact1>33</fact1> - <fact2>30</fact2> = 3. So the answer is {3}.",3.0,1,1,DROP,nfl_1184_17bdcfb1-8ad9-46b5-8a3b-1f9769dfd60a
history_1748_749d41be-3488-483b-bb8f-89b25dfc95aa,"Reformatted Question: According to the 2014 census, 1,144,428 residents or 38,2% live in cities while 1,853,807 are rural residents. The largest cities under the control of the constitutional authorities are Chişinău with 644,204 (with 590,631 actual urban dwellers) and Bălţi with 102,457 (97,930 urban dwellers). The autonomous territorial unit of Gagauzia has 134,535, out of which 48,666 or 36,2% are urban dwellers. <fact1>Ungheni is the third largest city with 32,828</fact1>, <fact2>followed by Cahul with 28,763</fact2>, <fact3>Soroca with 22,196</fact3> and <fact4>Orhei with 21,065</fact4>. How many more residents were in Ungheni and Cahul than in Soroca and Orhei?

Answer: According to the passage, <fact1>Ungheni has 32,828 residents</fact1> and <fact2>Cahul has 28,763 residents</fact2>, while <fact3>Soroca has 22,196 residents</fact3> and <fact4>Orhei has 21,065 residents</fact4>. To find the difference, we need to add the residents of Ungheni and Cahul, and subtract the residents of Soroca and Orhei. So, <fact1>32,828</fact1> + <fact2>28,763</fact2> = 61,591, and <fact3>22,196</fact3> + <fact4>21,065</fact4> = 43,261. Then, 61,591 - 43,261 = 18,330. So the answer is {18,330}.",18330.0,1,1,DROP,history_1748_749d41be-3488-483b-bb8f-89b25dfc95aa
